name,idevent,Player ID,event_ID,Kills,Deaths,Kill / Death,Kill / Round,Rounds with kills,Kill - Death difference,Total opening kills,Total opening deaths,Opening kill ratio,Opening kill rating,Team win percent after first kill,First kill in won rounds,0 kill rounds,1 kill rounds,2 kill rounds,3 kill rounds,4 kill rounds,5 kill rounds,Rifle kills,Sniper kills,SMG kills,Pistol kills,Grenade,Other,Event link
pashaBiceps,317;2471,317,2471,225,213,1.06,0.71,149,12,47,35,1.34,1.23,80.90%,22.20%,167,92,40,15,2,0,117,58,3,41,5,1,https://www.hltv.org/stats/players/individual/317/pashaBiceps?event=2471
pashaBiceps,317;2720,317,2720,168,155,1.08,0.74,111,13,33,26,1.27,1.2,81.80%,22.30%,116,69,29,11,2,0,32,96,0,37,2,1,https://www.hltv.org/stats/players/individual/317/pashaBiceps?event=2720
pashaBiceps,317;3247,317,3247,31,54,0.57,0.48,23,-23,9,8,1.12,1.16,44.40%,25.00%,41,16,6,1,0,0,5,20,1,5,0,0,https://www.hltv.org/stats/players/individual/317/pashaBiceps?event=3247
LEGIJA,3252;1333,3252,1333,36,37,0.97,0.78,22,-1,0,8,0,0.38,,0.00%,24,12,6,4,0,0,25,3,0,8,0,0,https://www.hltv.org/stats/players/individual/3252/LEGIJA?event=1333
LEGIJA,3252;2720,3252,2720,113,111,1.02,0.66,78,2,12,11,1.09,0.91,66.70%,9.10%,92,49,24,4,1,0,70,6,21,14,2,1,https://www.hltv.org/stats/players/individual/3252/LEGIJA?event=2720
LEGIJA,3252;3247,3252,3247,51,67,0.76,0.57,41,-16,6,5,1.2,0.91,33.30%,6.70%,49,32,8,1,0,0,24,4,3,17,3,0,https://www.hltv.org/stats/players/individual/3252/LEGIJA?event=3247
AdreN,334;1270,334,1270,117,111,1.05,0.75,74,6,16,27,0.59,0.89,87.50%,18.90%,81,45,18,9,2,0,92,0,0,23,1,1,https://www.hltv.org/stats/players/individual/334/AdreN?event=1270
AdreN,334;1333,334,1333,70,101,0.69,0.5,49,-31,12,14,0.86,0.93,58.30%,10.60%,91,33,11,5,0,0,56,0,0,14,0,0,https://www.hltv.org/stats/players/individual/334/AdreN?event=1333
AdreN,334;1444,334,1444,31,47,0.66,0.48,23,-16,9,7,1.29,1.19,55.60%,17.90%,41,17,4,2,0,0,19,3,1,8,0,0,https://www.hltv.org/stats/players/individual/334/AdreN?event=1444
AdreN,334;1611,334,1611,40,43,0.93,0.69,24,-3,7,9,0.78,1.01,85.70%,23.10%,34,14,7,2,1,0,33,0,0,6,1,0,https://www.hltv.org/stats/players/individual/334/AdreN?event=1611
AdreN,334;2027,334,2027,98,98,1,0.72,61,0,14,20,0.7,0.93,64.30%,14.30%,76,36,17,5,2,1,70,0,4,24,0,1,https://www.hltv.org/stats/players/individual/334/AdreN?event=2027
AdreN,334;2062,334,2062,71,66,1.08,0.78,43,5,13,8,1.62,1.23,76.90%,25.00%,48,23,13,6,1,0,55,0,3,11,2,0,https://www.hltv.org/stats/players/individual/334/AdreN?event=2062
AdreN,334;2471,334,2471,151,111,1.36,0.89,97,40,22,17,1.29,1.15,77.30%,19.30%,73,58,25,13,1,0,100,8,5,32,2,4,https://www.hltv.org/stats/players/individual/334/AdreN?event=2471
AdreN,334;2720,334,2720,227,185,1.23,0.8,146,42,48,28,1.71,1.35,75.00%,23.10%,138,85,44,14,3,0,155,10,22,33,6,1,https://www.hltv.org/stats/players/individual/334/AdreN?event=2720
AdreN,334;3247,334,3247,98,95,1.03,0.76,64,3,10,18,0.56,0.82,90.00%,15.00%,65,40,15,8,1,0,67,1,13,16,1,0,https://www.hltv.org/stats/players/individual/334/AdreN?event=3247
AdreN,334;3883,334,3883,169,157,1.08,0.63,121,12,19,19,1,0.9,78.90%,11.10%,146,83,31,4,3,0,116,1,15,33,4,0,https://www.hltv.org/stats/players/individual/334/AdreN?event=3883
AdreN,334;4443,334,4443,184,226,0.81,0.52,127,-42,24,40,0.6,0.82,79.20%,10.80%,224,84,32,8,3,0,144,3,10,24,3,0,https://www.hltv.org/stats/players/individual/334/AdreN?event=4443
seized,3347;1270,3347,1270,48,42,1.14,0.89,29,6,6,9,0.67,0.94,83.30%,22.70%,25,16,9,3,1,0,39,0,0,9,0,0,https://www.hltv.org/stats/players/individual/3347/seized?event=1270
seized,3347;1333,3347,1333,31,34,0.91,0.58,21,-3,3,7,0.43,0.73,100.00%,14.30%,32,13,6,2,0,0,24,0,0,7,0,0,https://www.hltv.org/stats/players/individual/3347/seized?event=1333
seized,3347;1444,3347,1444,111,111,1,0.67,78,0,21,22,0.95,1.08,81.00%,19.50%,88,54,18,5,1,0,91,6,0,10,1,3,https://www.hltv.org/stats/players/individual/3347/seized?event=1444
seized,3347;1553,3347,1553,119,122,0.98,0.67,83,-3,17,10,1.7,1.05,88.20%,16.50%,95,55,21,6,1,0,84,4,0,23,6,2,https://www.hltv.org/stats/players/individual/3347/seized?event=1553
seized,3347;1611,3347,1611,116,90,1.29,0.85,71,26,15,12,1.25,1.07,60.00%,12.90%,66,38,24,6,3,0,86,0,0,29,1,0,https://www.hltv.org/stats/players/individual/3347/seized?event=1611
seized,3347;1617,3347,1617,205,183,1.12,0.73,135,22,30,16,1.88,1.11,80.00%,16.00%,144,86,33,12,3,1,145,15,9,32,3,1,https://www.hltv.org/stats/players/individual/3347/seized?event=1617
seized,3347;1666,3347,1666,86,97,0.89,0.62,63,-11,15,9,1.67,1.1,60.00%,15.00%,76,48,9,4,2,0,61,1,5,19,0,0,https://www.hltv.org/stats/players/individual/3347/seized?event=1666
seized,3347;2027,3347,2027,143,131,1.09,0.71,99,12,21,23,0.91,1,95.20%,17.40%,102,64,26,9,0,0,83,10,12,29,3,7,https://www.hltv.org/stats/players/individual/3347/seized?event=2027
seized,3347;2062,3347,2062,91,85,1.07,0.71,62,6,19,10,1.9,1.28,89.50%,25.80%,66,41,15,4,2,0,42,16,10,21,0,2,https://www.hltv.org/stats/players/individual/3347/seized?event=2062
seized,3347;2471,3347,2471,94,88,1.07,0.68,64,6,18,12,1.5,1.17,72.20%,16.00%,75,42,15,6,1,0,67,2,12,13,0,0,https://www.hltv.org/stats/players/individual/3347/seized?event=2471
seized,3347;2720,3347,2720,53,68,0.78,0.49,42,-15,6,12,0.5,0.76,50.00%,5.80%,67,32,9,1,0,0,40,1,3,7,2,0,https://www.hltv.org/stats/players/individual/3347/seized?event=2720
markeloff,338;1270,338,1270,109,99,1.1,0.7,79,10,8,7,1.14,0.85,75.00%,8.10%,76,57,15,6,1,0,86,6,1,16,0,0,https://www.hltv.org/stats/players/individual/338/markeloff?event=1270
markeloff,338;1333,338,1333,94,98,0.96,0.67,68,-4,16,7,2.29,1.15,68.80%,16.70%,72,50,12,4,2,0,54,18,0,17,4,1,https://www.hltv.org/stats/players/individual/338/markeloff?event=1333
markeloff,338;1444,338,1444,40,41,0.98,0.62,27,-1,4,8,0.5,0.77,50.00%,7.10%,37,15,11,1,0,0,9,17,0,14,0,0,https://www.hltv.org/stats/players/individual/338/markeloff?event=1444
markeloff,338;1553,338,1553,47,66,0.71,0.5,36,-19,7,7,1,0.91,85.70%,14.00%,58,28,6,2,0,0,30,0,1,14,1,1,https://www.hltv.org/stats/players/individual/338/markeloff?event=1553
markeloff,338;1611,338,1611,15,33,0.45,0.42,14,-18,2,1,2,0.9,50.00%,25.00%,22,13,1,0,0,0,9,1,0,5,0,0,https://www.hltv.org/stats/players/individual/338/markeloff?event=1611
markeloff,338;1617,338,1617,30,36,0.83,0.65,22,-6,3,4,0.75,0.85,100.00%,21.40%,24,14,8,0,0,0,20,0,0,9,1,0,https://www.hltv.org/stats/players/individual/338/markeloff?event=1617
markeloff,338;1666,338,1666,71,63,1.13,0.8,46,8,5,9,0.56,0.78,60.00%,8.10%,43,25,18,2,1,0,53,0,0,17,1,0,https://www.hltv.org/stats/players/individual/338/markeloff?event=1666
markeloff,338;2027,338,2027,71,66,1.08,0.75,50,5,11,9,1.22,1.09,63.60%,15.60%,45,37,6,6,1,0,54,2,2,10,2,1,https://www.hltv.org/stats/players/individual/338/markeloff?event=2027
markeloff,338;2062,338,2062,127,111,1.14,0.68,90,16,11,9,1.22,0.88,45.50%,5.40%,96,63,18,8,1,0,76,14,3,29,5,0,https://www.hltv.org/stats/players/individual/338/markeloff?event=2062
markeloff,338;2471,338,2471,55,54,1.02,0.65,38,1,4,6,0.67,0.79,50.00%,5.60%,46,24,12,1,1,0,37,1,4,12,1,0,https://www.hltv.org/stats/players/individual/338/markeloff?event=2471
markeloff,338;2720,338,2720,88,91,0.97,0.68,63,-3,10,12,0.83,0.9,50.00%,8.50%,67,44,14,4,1,0,52,6,8,20,2,0,https://www.hltv.org/stats/players/individual/338/markeloff?event=2720
ANGE1,339;1270,339,1270,97,110,0.88,0.63,60,-13,23,23,1,1.16,73.90%,23.00%,95,34,19,4,2,1,77,0,0,20,0,0,https://www.hltv.org/stats/players/individual/339/ANGE1?event=1270
ANGE1,339;1333,339,1333,83,99,0.84,0.59,63,-16,18,23,0.78,1.04,55.60%,15.20%,77,44,18,1,0,0,71,0,0,12,0,0,https://www.hltv.org/stats/players/individual/339/ANGE1?event=1333
ANGE1,339;1444,339,1444,40,46,0.87,0.62,31,-6,8,5,1.6,1.16,50.00%,14.30%,33,24,5,2,0,0,26,5,2,7,0,0,https://www.hltv.org/stats/players/individual/339/ANGE1?event=1444
ANGE1,339;1553,339,1553,63,71,0.89,0.67,42,-8,13,9,1.44,1.2,69.20%,20.90%,52,25,14,3,0,0,49,2,0,12,0,0,https://www.hltv.org/stats/players/individual/339/ANGE1?event=1553
ANGE1,339;1611,339,1611,31,43,0.72,0.53,24,-12,2,9,0.22,0.58,0.00%,0.00%,34,18,5,1,0,0,26,0,0,5,0,0,https://www.hltv.org/stats/players/individual/339/ANGE1?event=1611
ANGE1,339;2471,339,2471,66,70,0.94,0.82,42,-4,13,18,0.72,1.1,76.90%,34.50%,38,24,13,4,1,0,42,1,5,17,1,0,https://www.hltv.org/stats/players/individual/339/ANGE1?event=2471
ANGE1,339;3564,339,3564,154,213,0.72,0.54,105,-59,34,57,0.6,0.93,70.60%,16.30%,178,71,24,6,3,1,110,3,10,28,3,0,https://www.hltv.org/stats/players/individual/339/ANGE1?event=3564
ANGE1,339;3883,339,3883,56,101,0.55,0.46,44,-45,7,17,0.41,0.72,57.10%,8.90%,77,34,8,2,0,0,39,0,3,13,1,0,https://www.hltv.org/stats/players/individual/339/ANGE1?event=3883
kinqie,3459;4443,3459,4443,46,70,0.66,0.47,34,-24,11,12,0.92,1.02,81.80%,26.50%,64,26,6,0,2,0,36,0,0,10,0,0,https://www.hltv.org/stats/players/individual/3459/kinqie?event=4443
Polly,3631;1444,3631,1444,16,37,0.43,0.41,11,-21,3,7,0.43,0.75,33.30%,14.30%,28,6,5,0,0,0,9,1,0,6,0,0,https://www.hltv.org/stats/players/individual/3631/Polly?event=1444
Polly,3631;1611,3631,1611,40,50,0.8,0.56,32,-10,4,5,0.8,0.83,25.00%,2.80%,39,24,8,0,0,0,12,19,0,8,1,0,https://www.hltv.org/stats/players/individual/3631/Polly?event=1611
innocent,3669;1553,3669,1553,60,58,1.03,0.77,39,2,7,3,2.33,1.05,85.70%,18.20%,39,23,13,2,1,0,52,0,0,8,0,0,https://www.hltv.org/stats/players/individual/3669/innocent?event=1553
innocent,3669;2720,3669,2720,62,79,0.78,0.55,43,-17,6,14,0.43,0.73,66.70%,7.80%,70,28,12,2,1,0,50,0,3,7,2,0,https://www.hltv.org/stats/players/individual/3669/innocent?event=2720
THREAT,37;2027,37,2027,93,131,0.71,0.51,69,-38,5,13,0.38,0.68,80.00%,4.60%,113,48,18,3,0,0,62,0,11,19,0,1,https://www.hltv.org/stats/players/individual/37/THREAT?event=2027
NiKo,3741;1617,3741,1617,107,91,1.18,0.81,66,16,13,8,1.62,1.06,46.20%,9.80%,66,35,23,6,2,0,81,1,4,21,0,0,https://www.hltv.org/stats/players/individual/3741/NiKo?event=1617
NiKo,3741;2027,3741,2027,138,121,1.14,0.85,87,17,27,25,1.08,1.24,59.30%,21.60%,75,51,22,13,1,0,80,13,11,34,1,0,https://www.hltv.org/stats/players/individual/3741/NiKo?event=2027
NiKo,3741;2062,3741,2062,71,78,0.91,0.69,48,-7,17,18,0.94,1.2,64.70%,25.60%,55,31,12,4,1,0,35,12,8,14,1,1,https://www.hltv.org/stats/players/individual/3741/NiKo?event=2062
NiKo,3741;2471,3741,2471,66,65,1.02,0.74,40,1,9,14,0.64,0.91,44.40%,11.80%,49,22,13,2,3,0,34,8,4,20,0,0,https://www.hltv.org/stats/players/individual/3741/NiKo?event=2471
NiKo,3741;2720,3741,2720,66,58,1.14,0.79,45,8,9,5,1.8,1.1,66.70%,18.20%,39,30,9,6,0,0,45,6,0,15,0,0,https://www.hltv.org/stats/players/individual/3741/NiKo?event=2720
NiKo,3741;3247,3741,3247,217,167,1.3,0.79,138,50,29,18,1.61,1.08,82.80%,15.00%,138,82,36,18,1,1,182,0,2,31,2,0,https://www.hltv.org/stats/players/individual/3741/NiKo?event=3247
NiKo,3741;3564,3741,3564,172,140,1.23,0.8,109,32,23,19,1.21,1.05,82.60%,16.40%,107,67,24,15,3,0,113,22,0,35,2,0,https://www.hltv.org/stats/players/individual/3741/NiKo?event=3564
NiKo,3741;3883,3741,3883,195,172,1.13,0.73,137,23,37,31,1.19,1.17,59.50%,16.30%,130,89,39,8,1,0,118,39,5,32,2,0,https://www.hltv.org/stats/players/individual/3741/NiKo?event=3883
NiKo,3741;4443,3741,4443,109,119,0.92,0.67,79,-10,26,31,0.84,1.15,73.10%,23.50%,83,57,15,6,1,0,76,14,5,13,1,0,https://www.hltv.org/stats/players/individual/3741/NiKo?event=4443
NiKo,3741;4866,3741,4866,272,201,1.35,0.87,169,71,61,43,1.42,1.41,68.90%,24.30%,145,96,50,18,3,2,217,10,3,42,0,0,https://www.hltv.org/stats/players/individual/3741/NiKo?event=4866
NiKo,3741;6793,3741,6793,147,126,1.17,0.75,95,21,28,24,1.17,1.18,78.60%,21.80%,101,56,29,8,1,1,116,0,8,21,2,2,https://www.hltv.org/stats/players/individual/3741/NiKo?event=6793
znajder,3847;1270,3847,1270,201,153,1.31,0.83,130,48,29,18,1.61,1.14,65.50%,13.10%,113,82,30,16,2,0,167,2,1,28,3,0,https://www.hltv.org/stats/players/individual/3847/znajder?event=1270
znajder,3847;1333,3847,1333,132,99,1.33,0.8,82,33,19,15,1.27,1.09,78.90%,17.40%,82,49,21,8,3,1,106,3,1,20,2,0,https://www.hltv.org/stats/players/individual/3847/znajder?event=1333
znajder,3847;2471,3847,2471,86,89,0.97,0.68,57,-3,4,7,0.57,0.73,75.00%,4.90%,69,35,16,5,1,0,63,6,3,12,3,1,https://www.hltv.org/stats/players/individual/3847/znajder?event=2471
JW,3849;1270,3849,1270,212,153,1.39,0.87,136,59,45,28,1.61,1.4,82.20%,25.50%,107,78,43,12,3,0,127,50,4,29,2,0,https://www.hltv.org/stats/players/individual/3849/JW?event=1270
JW,3849;1333,3849,1333,119,113,1.05,0.73,80,6,22,31,0.71,1.02,81.80%,20.90%,84,48,26,6,0,0,60,33,0,17,3,6,https://www.hltv.org/stats/players/individual/3849/JW?event=1333
JW,3849;1444,3849,1444,209,185,1.13,0.76,134,24,41,42,0.98,1.16,78.00%,21.90%,141,77,42,12,3,0,81,64,1,54,2,7,https://www.hltv.org/stats/players/individual/3849/JW?event=1444
JW,3849;1553,3849,1553,99,76,1.3,0.83,61,23,16,17,0.94,1.1,81.20%,18.10%,58,33,19,9,0,0,18,47,1,32,1,0,https://www.hltv.org/stats/players/individual/3849/JW?event=1553
JW,3849;1611,3849,1611,168,167,1.01,0.72,113,1,35,28,1.25,1.22,88.60%,22.00%,121,69,36,8,0,0,57,56,12,33,5,5,https://www.hltv.org/stats/players/individual/3849/JW?event=1611
JW,3849;1617,3849,1617,96,127,0.76,0.55,70,-31,19,24,0.79,0.98,60.00%,13.60%,103,46,22,2,0,0,25,29,4,30,0,8,https://www.hltv.org/stats/players/individual/3849/JW?event=1617
JW,3849;1666,3849,1666,147,138,1.07,0.67,105,9,29,28,1.04,1.12,86.20%,18.20%,114,74,21,9,1,0,33,73,5,26,1,9,https://www.hltv.org/stats/players/individual/3849/JW?event=1666
JW,3849;2027,3849,2027,114,110,1.04,0.73,74,4,22,18,1.22,1.18,86.40%,23.20%,83,42,25,6,1,0,43,43,4,18,1,5,https://www.hltv.org/stats/players/individual/3849/JW?event=2027
