name,idevent,Player ID,event_ID,Kills,Deaths,Kill / Death,Kill / Round,Rounds with kills,Kill - Death difference,Total opening kills,Total opening deaths,Opening kill ratio,Opening kill rating,Team win percent after first kill,First kill in won rounds,0 kill rounds,1 kill rounds,2 kill rounds,3 kill rounds,4 kill rounds,5 kill rounds,Rifle kills,Sniper kills,SMG kills,Pistol kills,Grenade,Other,Event link
SPUNJ,8085;1444,8085,1444,12,36,0.33,0.29,8,-24,3,8,0.38,0.71,66.70%,20.00%,34,6,1,1,0,0,7,3,1,1,0,0,https://www.hltv.org/stats/players/individual/8085/SPUNJ?event=1444
SPUNJ,8085;1611,8085,1611,27,45,0.6,0.48,21,-18,6,9,0.67,0.93,66.70%,18.20%,35,16,4,1,0,0,19,1,0,6,1,0,https://www.hltv.org/stats/players/individual/8085/SPUNJ?event=1611
SPUNJ,8085;1666,8085,1666,57,49,1.16,0.78,37,8,10,9,1.11,1.15,50.00%,15.60%,36,22,11,3,1,0,41,2,4,9,1,0,https://www.hltv.org/stats/players/individual/8085/SPUNJ?event=1666
topguN,8086;1333,8086,1333,40,38,1.05,0.77,24,2,3,3,1,0.86,100.00%,15.00%,28,13,7,3,1,0,26,0,4,10,0,0,https://www.hltv.org/stats/players/individual/8086/topguN?event=1333
topguN,8086;1444,8086,1444,11,38,0.29,0.26,11,-27,1,7,0.14,0.51,0.00%,0.00%,31,11,0,0,0,0,6,0,0,5,0,0,https://www.hltv.org/stats/players/individual/8086/topguN?event=1444
topguN,8086;1611,8086,1611,36,40,0.9,0.64,22,-4,10,4,2.5,1.44,80.00%,36.40%,34,12,6,4,0,0,13,11,0,12,0,0,https://www.hltv.org/stats/players/individual/8086/topguN?event=1611
aizy,8095;1270,8095,1270,30,33,0.91,0.67,20,-3,5,7,0.71,0.96,0.00%,0.00%,25,11,8,1,0,0,20,0,0,8,0,2,https://www.hltv.org/stats/players/individual/8095/aizy?event=1270
aizy,8095;1333,8095,1333,41,53,0.77,0.56,34,-12,10,8,1.25,1.17,60.00%,18.20%,39,30,3,0,0,1,33,0,1,7,0,0,https://www.hltv.org/stats/players/individual/8095/aizy?event=1333
aizy,8095;1444,8095,1444,122,114,1.07,0.69,86,8,8,13,0.62,0.77,75.00%,5.80%,92,59,20,6,1,0,101,1,0,18,2,0,https://www.hltv.org/stats/players/individual/8095/aizy?event=1444
aizy,8095;1617,8095,1617,59,38,1.55,1.13,34,21,8,2,4,1.37,50.00%,20.00%,18,17,10,6,1,0,38,1,0,20,0,0,https://www.hltv.org/stats/players/individual/8095/aizy?event=1617
aizy,8095;2027,8095,2027,67,63,1.06,0.71,46,4,9,6,1.5,1.04,55.60%,11.60%,48,31,9,6,0,0,49,3,5,10,0,1,https://www.hltv.org/stats/players/individual/8095/aizy?event=2027
aizy,8095;2062,8095,2062,59,70,0.84,0.59,38,-11,10,16,0.62,0.9,80.00%,21.10%,62,23,10,4,1,0,38,7,5,9,0,0,https://www.hltv.org/stats/players/individual/8095/aizy?event=2062
aizy,8095;2471,8095,2471,139,155,0.9,0.63,97,-16,34,34,1,1.18,79.40%,24.80%,124,62,29,5,1,0,95,2,5,37,1,0,https://www.hltv.org/stats/players/individual/8095/aizy?event=2471
aizy,8095;2720,8095,2720,106,116,0.91,0.63,70,-10,15,22,0.68,0.89,80.00%,14.60%,98,43,19,7,1,0,79,0,3,23,1,0,https://www.hltv.org/stats/players/individual/8095/aizy?event=2720
aizy,8095;3247,8095,3247,53,57,0.93,0.63,34,-4,6,12,0.5,0.79,66.70%,11.10%,50,19,13,1,0,1,45,1,2,5,0,0,https://www.hltv.org/stats/players/individual/8095/aizy?event=3247
aizy,8095;4443,8095,4443,92,103,0.89,0.62,73,-11,20,11,1.82,1.22,70.00%,19.40%,75,57,13,3,0,0,60,11,6,14,1,0,https://www.hltv.org/stats/players/individual/8095/aizy?event=4443
DavCost,8124;1611,8124,1611,21,32,0.66,0.58,13,-11,1,8,0.12,0.44,0.00%,0.00%,23,8,3,1,1,0,8,4,0,9,0,0,https://www.hltv.org/stats/players/individual/8124/DavCost?event=1611
DavCost,8124;1617,8124,1617,19,37,0.51,0.41,13,-18,2,6,0.33,0.67,0.00%,0.00%,33,9,2,2,0,0,8,1,0,9,0,1,https://www.hltv.org/stats/players/individual/8124/DavCost?event=1617
DavCost,8124;1666,8124,1666,53,70,0.76,0.6,39,-17,12,12,1,1.12,66.70%,21.60%,50,29,7,2,1,0,7,32,2,12,0,0,https://www.hltv.org/stats/players/individual/8124/DavCost?event=1666
reltuC,8137;1611,8137,1611,45,57,0.79,0.58,37,-12,7,5,1.4,1.01,57.10%,12.90%,40,31,4,2,0,0,39,1,1,3,1,0,https://www.hltv.org/stats/players/individual/8137/reltuC?event=1611
reltuC,8137;1617,8137,1617,81,99,0.82,0.61,61,-18,11,7,1.57,0.99,54.50%,9.80%,72,41,20,0,0,0,60,0,3,15,3,0,https://www.hltv.org/stats/players/individual/8137/reltuC?event=1617
reltuC,8137;1666,8137,1666,50,67,0.75,0.56,39,-17,11,11,1,1.08,72.70%,18.60%,50,32,4,2,1,0,36,0,0,14,0,0,https://www.hltv.org/stats/players/individual/8137/reltuC?event=1666
reltuC,8137;2027,8137,2027,108,119,0.91,0.59,75,-11,11,17,0.65,0.81,81.80%,10.10%,107,52,16,5,1,1,82,0,9,16,1,0,https://www.hltv.org/stats/players/individual/8137/reltuC?event=2027
reltuC,8137;2062,8137,2062,22,36,0.61,0.48,18,-14,4,4,1,0.96,25.00%,7.10%,28,15,2,1,0,0,17,0,0,4,0,1,https://www.hltv.org/stats/players/individual/8137/reltuC?event=2062
AcilioN,8151;1553,8151,1553,31,37,0.84,0.69,21,-6,2,2,1,0.81,50.00%,7.70%,24,12,8,1,0,0,23,0,1,5,2,0,https://www.hltv.org/stats/players/individual/8151/AcilioN?event=1553
rain,8183;1444,8183,1444,27,37,0.73,0.69,19,-10,5,5,1,1.09,20.00%,14.30%,20,15,1,2,1,0,17,1,0,9,0,0,https://www.hltv.org/stats/players/individual/8183/rain?event=1444
rain,8183;1611,8183,1611,63,49,1.29,0.89,36,14,9,9,1,1.09,100.00%,25.00%,35,15,16,4,1,0,49,0,0,14,0,0,https://www.hltv.org/stats/players/individual/8183/rain?event=1611
rain,8183;1617,8183,1617,182,212,0.86,0.63,115,-30,25,32,0.78,0.92,80.00%,13.50%,172,66,37,8,2,2,139,0,12,30,0,1,https://www.hltv.org/stats/players/individual/8183/rain?event=1617
rain,8183;1666,8183,1666,75,88,0.85,0.6,56,-13,17,18,0.94,1.1,64.70%,21.20%,70,43,7,6,0,0,55,1,0,19,0,0,https://www.hltv.org/stats/players/individual/8183/rain?event=1666
rain,8183;2027,8183,2027,72,75,0.96,0.77,48,-3,16,12,1.33,1.3,56.20%,20.90%,46,34,7,4,3,0,43,0,6,24,0,0,https://www.hltv.org/stats/players/individual/8183/rain?event=2027
rain,8183;2062,8183,2062,62,76,0.82,0.62,46,-14,9,13,0.69,0.9,88.90%,21.10%,54,32,12,2,0,0,44,0,2,16,0,1,https://www.hltv.org/stats/players/individual/8183/rain?event=2062
rain,8183;2471,8183,2471,152,161,0.94,0.69,101,-9,21,31,0.68,0.91,61.90%,11.90%,120,61,30,9,1,0,99,9,14,29,2,0,https://www.hltv.org/stats/players/individual/8183/rain?event=2471
rain,8183;2720,8183,2720,59,62,0.95,0.7,34,-3,13,14,0.93,1.16,76.90%,30.30%,50,17,10,6,1,0,43,0,3,12,1,0,https://www.hltv.org/stats/players/individual/8183/rain?event=2720
rain,8183;3247,8183,3247,190,188,1.01,0.69,129,2,44,33,1.33,1.26,81.80%,22.50%,147,81,37,9,2,0,132,0,20,37,1,0,https://www.hltv.org/stats/players/individual/8183/rain?event=3247
rain,8183;3564,8183,3564,140,155,0.9,0.65,100,-15,25,34,0.74,0.98,88.00%,19.00%,116,71,20,7,2,0,118,2,2,18,0,0,https://www.hltv.org/stats/players/individual/8183/rain?event=3564
rain,8183;3883,8183,3883,176,184,0.96,0.66,120,-8,33,37,0.89,1.05,81.80%,20.00%,147,79,28,11,2,0,149,1,2,24,0,0,https://www.hltv.org/stats/players/individual/8183/rain?event=3883
rain,8183;4443,8183,4443,105,110,0.95,0.65,69,-5,16,20,0.8,0.95,93.80%,18.50%,93,43,18,6,2,0,79,1,4,20,1,0,https://www.hltv.org/stats/players/individual/8183/rain?event=4443
rain,8183;4866,8183,4866,154,155,0.99,0.71,107,-1,26,21,1.24,1.1,61.50%,14.80%,111,69,30,7,1,0,112,0,11,30,1,0,https://www.hltv.org/stats/players/individual/8183/rain?event=4866
rain,8183;6372,8183,6372,282,248,1.14,0.77,181,34,74,37,2,1.51,73.00%,26.20%,184,112,44,19,5,1,222,0,9,49,3,2,https://www.hltv.org/stats/players/individual/8183/rain?event=6372
rain,8183;6793,8183,6793,218,254,0.86,0.61,153,-36,42,60,0.7,0.97,69.00%,16.50%,204,103,38,9,3,0,172,0,6,38,2,2,https://www.hltv.org/stats/players/individual/8183/rain?event=6793
ALEX,8184;3883,8184,3883,145,177,0.82,0.58,106,-32,16,17,0.94,0.87,62.50%,8.50%,144,73,28,4,1,0,118,2,4,19,2,0,https://www.hltv.org/stats/players/individual/8184/ALEX?event=3883
ALEX,8184;4443,8184,4443,156,148,1.05,0.7,104,8,19,26,0.73,0.9,68.40%,11.20%,118,63,33,5,3,0,113,7,11,23,2,0,https://www.hltv.org/stats/players/individual/8184/ALEX?event=4443
Maniac,823;1270,823,1270,119,112,1.06,0.73,77,7,15,14,1.07,0.99,53.30%,10.00%,85,51,16,6,2,2,95,0,0,24,0,0,https://www.hltv.org/stats/players/individual/823/Maniac?event=1270
Maniac,823;1333,823,1333,94,95,0.99,0.76,61,-1,3,7,0.43,0.69,66.70%,4.00%,63,37,18,5,0,1,71,0,0,22,1,0,https://www.hltv.org/stats/players/individual/823/Maniac?event=1333
Maniac,823;1444,823,1444,98,112,0.88,0.54,74,-14,12,16,0.75,0.85,41.70%,5.00%,108,56,14,4,0,0,86,0,0,10,2,0,https://www.hltv.org/stats/players/individual/823/Maniac?event=1444
Maniac,823;1611,823,1611,34,40,0.85,0.68,25,-6,2,3,0.67,0.77,50.00%,5.60%,25,18,5,2,0,0,26,1,0,6,0,1,https://www.hltv.org/stats/players/individual/823/Maniac?event=1611
Maniac,823;1666,823,1666,43,45,0.96,0.7,30,-2,3,6,0.5,0.75,66.70%,7.70%,31,17,13,0,0,0,32,0,1,10,0,0,https://www.hltv.org/stats/players/individual/823/Maniac?event=1666
jkaem,8248;1611,8248,1611,48,55,0.87,0.68,31,-7,13,6,2.17,1.44,76.90%,27.80%,40,17,11,3,0,0,31,0,1,15,1,0,https://www.hltv.org/stats/players/individual/8248/jkaem?event=1611
jkaem,8248;1617,8248,1617,231,198,1.17,0.8,142,33,30,24,1.25,1.05,70.00%,14.20%,145,76,48,14,3,1,157,0,28,36,4,6,https://www.hltv.org/stats/players/individual/8248/jkaem?event=1617
jkaem,8248;2027,8248,2027,55,71,0.77,0.59,35,-16,7,13,0.54,0.81,100.00%,16.30%,59,20,11,3,1,0,42,0,0,11,2,0,https://www.hltv.org/stats/players/individual/8248/jkaem?event=2027
jkaem,8248;2062,8248,2062,54,75,0.72,0.54,35,-21,4,9,0.44,0.72,50.00%,5.30%,65,21,9,5,0,0,29,2,3,19,1,0,https://www.hltv.org/stats/players/individual/8248/jkaem?event=2062
jkaem,8248;3883,8248,3883,172,174,0.99,0.65,110,-2,34,34,1,1.1,82.40%,22.80%,154,61,37,11,1,0,136,1,3,30,0,2,https://www.hltv.org/stats/players/individual/8248/jkaem?event=3883
jkaem,8248;4443,8248,4443,283,270,1.05,0.73,194,13,58,45,1.29,1.22,72.40%,21.00%,196,128,45,19,2,0,216,1,12,47,4,3,https://www.hltv.org/stats/players/individual/8248/jkaem?event=4443
jkaem,8248;6793,8248,6793,226,223,1.01,0.75,149,3,43,40,1.07,1.16,60.50%,17.00%,154,90,43,14,2,0,198,0,5,22,2,1,https://www.hltv.org/stats/players/individual/8248/jkaem?event=6793
balblna,8294;3247,8294,3247,79,104,0.76,0.54,54,-25,14,12,1.17,1.01,78.60%,16.70%,93,36,13,4,0,1,48,1,12,15,3,0,https://www.hltv.org/stats/players/individual/8294/balblna?event=3247
balblna,8294;3564,8294,3564,40,62,0.65,0.49,25,-22,5,10,0.5,0.77,60.00%,10.00%,56,14,8,2,1,0,22,0,3,12,1,2,https://www.hltv.org/stats/players/individual/8294/balblna?event=3564
mouz,8323;1553,8323,1553,49,58,0.84,0.63,34,-9,5,12,0.42,0.73,80.00%,12.10%,44,21,11,2,0,0,37,0,2,8,1,1,https://www.hltv.org/stats/players/individual/8323/mouz?event=1553
Furlan,8327;1617,8327,1617,44,38,1.16,0.8,32,6,4,4,1,0.91,75.00%,13.00%,23,23,7,1,1,0,26,11,0,7,0,0,https://www.hltv.org/stats/players/individual/8327/Furlan?event=1617
Furlan,8327;1666,8327,1666,17,40,0.42,0.35,17,-23,1,4,0.25,0.63,0.00%,0.00%,31,17,0,0,0,0,12,0,0,4,0,1,https://www.hltv.org/stats/players/individual/8327/Furlan?event=1666
spaze,8345;2062,8345,2062,58,68,0.85,0.64,39,-10,7,7,1,0.92,42.90%,7.50%,52,24,11,4,0,0,48,0,0,10,0,0,https://www.hltv.org/stats/players/individual/8345/spaze?event=2062
jdm64,8346;1617,8346,1617,90,83,1.08,0.68,61,7,13,10,1.3,1.03,69.20%,14.80%,72,36,21,4,0,0,6,58,12,13,1,0,https://www.hltv.org/stats/players/individual/8346/jdm64?event=1617
jdm64,8346;1666,8346,1666,65,56,1.16,0.73,40,9,9,6,1.5,1.06,77.80%,16.30%,49,23,10,6,1,0,5,48,0,12,0,0,https://www.hltv.org/stats/players/individual/8346/jdm64?event=1666
jdm64,8346;2027,8346,2027,138,118,1.17,0.76,86,20,27,24,1.12,1.19,81.50%,24.70%,96,49,26,7,4,0,8,98,13,19,1,0,https://www.hltv.org/stats/players/individual/8346/jdm64?event=2027
jdm64,8346;2062,8346,2062,176,176,1,0.63,124,0,25,27,0.93,0.95,68.00%,11.50%,156,83,34,4,2,1,11,122,13,28,1,1,https://www.hltv.org/stats/players/individual/8346/jdm64?event=2062
jdm64,8346;2471,8346,2471,96,105,0.91,0.62,69,-9,14,18,0.78,0.92,85.70%,16.20%,86,48,17,3,0,1,0,63,14,17,2,0,https://www.hltv.org/stats/players/individual/8346/jdm64?event=2471
jdm64,8346;3247,8346,3247,62,63,0.98,0.63,44,-1,10,13,0.77,0.96,80.00%,17.80%,54,30,10,4,0,0,9,44,1,8,0,0,https://www.hltv.org/stats/players/individual/8346/jdm64?event=3247
hazed,8347;1611,8347,1611,54,56,0.96,0.7,33,-2,4,11,0.36,0.69,75.00%,9.70%,44,17,13,2,1,0,40,0,0,12,2,0,https://www.hltv.org/stats/players/individual/8347/hazed?event=1611
hazed,8347;1617,8347,1617,69,107,0.64,0.52,53,-38,17,22,0.77,1.03,64.70%,18.00%,80,39,12,2,0,0,53,0,1,13,0,2,https://www.hltv.org/stats/players/individual/8347/hazed?event=1617
hazed,8347;1666,8347,1666,51,63,0.81,0.57,38,-12,13,12,1.08,1.17,61.50%,18.60%,51,27,9,2,0,0,44,0,2,5,0,0,https://www.hltv.org/stats/players/individual/8347/hazed?event=1666
hazed,8347;2027,8347,2027,128,127,1.01,0.7,88,1,17,21,0.81,0.94,76.50%,14.60%,94,57,23,7,1,0,85,1,1,38,1,3,https://www.hltv.org/stats/players/individual/8347/hazed?event=2027
hazed,8347;2062,8347,2062,33,34,0.97,0.72,18,-1,3,5,0.6,0.81,66.70%,14.30%,28,10,4,1,3,0,19,9,0,5,0,0,https://www.hltv.org/stats/players/individual/8347/hazed?event=2062
shroud,8349;1444,8349,1444,112,106,1.06,0.73,78,6,10,12,0.83,0.86,50.00%,6.10%,76,54,17,6,1,0,89,7,0,15,1,0,https://www.hltv.org/stats/players/individual/8349/shroud?event=1444
shroud,8349;1553,8349,1553,35,39,0.9,0.59,26,-4,5,7,0.71,0.89,80.00%,15.40%,33,17,9,0,0,0,29,1,0,5,0,0,https://www.hltv.org/stats/players/individual/8349/shroud?event=1553
shroud,8349;1611,8349,1611,54,56,0.96,0.67,34,-2,2,2,1,0.75,100.00%,5.70%,47,17,15,1,1,0,36,0,0,18,0,0,https://www.hltv.org/stats/players/individual/8349/shroud?event=1611
shroud,8349;1617,8349,1617,64,74,0.86,0.6,42,-10,10,15,0.67,0.9,60.00%,13.30%,64,27,8,7,0,0,43,1,5,14,1,0,https://www.hltv.org/stats/players/individual/8349/shroud?event=1617
shroud,8349;1666,8349,1666,50,55,0.91,0.63,33,-5,10,12,0.83,1.05,90.00%,24.30%,46,20,9,4,0,0,35,1,2,10,2,0,https://www.hltv.org/stats/players/individual/8349/shroud?event=1666
shroud,8349;2027,8349,2027,25,37,0.68,0.57,18,-12,2,6,0.33,0.67,50.00%,8.30%,26,14,2,1,1,0,14,0,0,9,2,0,https://www.hltv.org/stats/players/individual/8349/shroud?event=2027
shroud,8349;2720,8349,2720,67,98,0.68,0.47,52,-31,10,10,1,0.9,50.00%,7.10%,92,40,9,3,0,0,56,1,1,8,1,0,https://www.hltv.org/stats/players/individual/8349/shroud?event=2720
desi,8350;1553,8350,1553,41,47,0.87,0.57,27,-6,4,14,0.29,0.62,50.00%,5.60%,45,17,7,2,1,0,31,0,0,9,1,0,https://www.hltv.org/stats/players/individual/8350/desi?event=1553
jmqa,8368;3247,8368,3247,83,104,0.8,0.56,59,-21,12,17,0.71,0.88,66.70%,12.10%,88,38,18,3,0,0,54,6,13,10,0,0,https://www.hltv.org/stats/players/individual/8368/jmqa?event=3247
jmqa,8368;3564,8368,3564,50,62,0.81,0.62,39,-12,12,6,2,1.28,58.30%,23.30%,42,29,9,1,0,0,27,2,1,18,2,0,https://www.hltv.org/stats/players/individual/8368/jmqa?event=3564
mixwell,8370;2062,8370,2062,41,37,1.11,0.84,28,4,8,4,2,1.35,62.50%,29.40%,21,16,11,1,0,0,13,15,3,10,0,0,https://www.hltv.org/stats/players/individual/8370/mixwell?event=2062
mixwell,8370;2471,8370,2471,64,77,0.83,0.58,48,-13,14,11,1.27,1.14,64.30%,18.40%,62,34,12,2,0,0,20,25,3,15,1,0,https://www.hltv.org/stats/players/individual/8370/mixwell?event=2471
bodyy,8374;2062,8374,2062,27,43,0.63,0.48,23,-16,5,7,0.71,0.9,40.00%,8.30%,33,19,4,0,0,0,16,1,0,9,1,1,https://www.hltv.org/stats/players/individual/8374/bodyy?event=2062
bodyy,8374;2471,8374,2471,73,70,1.04,0.72,50,3,8,12,0.67,0.86,75.00%,13.60%,52,33,12,4,1,0,48,0,9,15,1,0,https://www.hltv.org/stats/players/individual/8374/bodyy?event=2471
bodyy,8374;2720,8374,2720,74,95,0.78,0.54,48,-21,6,16,0.38,0.69,83.30%,8.80%,88,26,18,4,0,0,59,0,1,14,0,0,https://www.hltv.org/stats/players/individual/8374/bodyy?event=2720
bodyy,8374;3247,8374,3247,81,76,1.07,0.7,54,5,8,14,0.57,0.81,75.00%,9.50%,61,33,16,4,1,0,70,0,4,7,0,0,https://www.hltv.org/stats/players/individual/8374/bodyy?event=3247
bodyy,8374;3564,8374,3564,120,135,0.89,0.62,83,-15,16,15,1.07,0.95,62.50%,12.00%,112,54,22,6,1,0,93,3,5,19,0,0,https://www.hltv.org/stats/players/individual/8374/bodyy?event=3564
bodyy,8374;3883,8374,3883,81,104,0.78,0.57,62,-23,13,22,0.59,0.87,53.80%,11.30%,80,44,17,1,0,0,67,0,2,9,2,1,https://www.hltv.org/stats/players/individual/8374/bodyy?event=3883
Kjaerbye,8394;1553,8394,1553,29,38,0.76,0.6,18,-9,5,5,1,1.01,60.00%,18.80%,30,9,8,1,0,0,20,0,0,9,0,0,https://www.hltv.org/stats/players/individual/8394/Kjaerbye?event=1553
Kjaerbye,8394;1617,8394,1617,31,40,0.78,0.6,22,-9,7,7,1,1.12,71.40%,25.00%,30,13,9,0,0,0,25,0,0,6,0,0,https://www.hltv.org/stats/players/individual/8394/Kjaerbye?event=1617
Kjaerbye,8394;2471,8394,2471,265,219,1.21,0.76,177,46,49,48,1.02,1.14,83.70%,20.90%,172,108,53,13,3,0,216,1,4,41,3,0,https://www.hltv.org/stats/players/individual/8394/Kjaerbye?event=2471
Kjaerbye,8394;2720,8394,2720,158,157,1.01,0.66,109,1,28,24,1.17,1.08,64.30%,14.00%,131,73,23,13,0,0,120,3,6,27,2,0,https://www.hltv.org/stats/players/individual/8394/Kjaerbye?event=2720
Kjaerbye,8394;3247,8394,3247,61,69,0.88,0.65,43,-8,5,15,0.33,0.67,40.00%,6.20%,51,27,14,2,0,0,42,0,4,14,1,0,https://www.hltv.org/stats/players/individual/8394/Kjaerbye?event=3247
Kjaerbye,8394;4443,8394,4443,129,99,1.3,0.87,81,30,19,14,1.36,1.15,63.20%,16.70%,67,47,22,11,0,1,95,0,4,31,0,0,https://www.hltv.org/stats/players/individual/8394/Kjaerbye?event=4443
BENDJI,8396;1553,8396,1553,58,66,0.88,0.68,39,-8,9,12,0.75,0.96,77.80%,17.90%,46,23,13,3,0,0,41,4,0,11,2,0,https://www.hltv.org/stats/players/individual/8396/BENDJI?event=1553
Zero,8413;2471,8413,2471,47,56,0.84,0.59,34,-9,6,8,0.75,0.88,66.70%,13.80%,46,22,11,1,0,0,36,1,2,7,1,0,https://www.hltv.org/stats/players/individual/8413/Zero?event=2471
Kvik,8459;3247,8459,3247,99,103,0.96,0.67,59,-4,13,14,0.93,0.95,92.30%,18.20%,88,32,19,4,3,1,53,12,3,32,0,0,https://www.hltv.org/stats/players/individual/8459/Kvik?event=3247
Kvik,8459;3564,8459,3564,56,63,0.89,0.69,36,-7,4,4,1,0.83,100.00%,13.30%,45,21,11,3,1,0,38,2,4,11,1,0,https://www.hltv.org/stats/players/individual/8459/Kvik?event=3564
abE,8502;2027,8502,2027,13,36,0.36,0.33,12,-23,1,2,0.5,0.71,100.00%,12.50%,28,11,1,0,0,0,5,0,1,7,0,0,https://www.hltv.org/stats/players/individual/8502/abE?event=2027
stanislaw,8507;2062,8507,2062,19,37,0.51,0.39,15,-18,4,5,0.8,0.9,100.00%,23.50%,34,12,2,1,0,0,12,0,0,7,0,0,https://www.hltv.org/stats/players/individual/8507/stanislaw?event=2062
stanislaw,8507;2471,8507,2471,70,79,0.89,0.64,51,-9,7,15,0.47,0.76,14.30%,2.00%,59,35,14,1,1,0,47,0,7,14,2,0,https://www.hltv.org/stats/players/individual/8507/stanislaw?event=2471
stanislaw,8507;3564,8507,3564,85,75,1.13,0.71,52,10,8,7,1.14,0.9,75.00%,9.40%,67,28,18,3,3,0,52,3,15,13,2,0,https://www.hltv.org/stats/players/individual/8507/stanislaw?event=3564
stanislaw,8507;3883,8507,3883,166,140,1.19,0.81,99,26,19,25,0.76,0.93,73.70%,14.40%,105,57,21,18,2,1,105,13,16,28,4,0,https://www.hltv.org/stats/players/individual/8507/stanislaw?event=3883
stanislaw,8507;4443,8507,4443,162,159,1.02,0.65,110,3,24,27,0.89,0.97,75.00%,13.50%,139,68,33,8,1,0,113,15,8,23,3,0,https://www.hltv.org/stats/players/individual/8507/stanislaw?event=4443
stanislaw,8507;4866,8507,4866,52,88,0.59,0.44,42,-36,8,12,0.67,0.84,25.00%,4.90%,76,34,7,0,1,0,41,3,1,6,1,0,https://www.hltv.org/stats/players/individual/8507/stanislaw?event=4866
DAVEY,8508;2027,8508,2027,31,33,0.94,0.78,18,-2,6,5,1.2,1.21,50.00%,37.50%,22,8,8,1,1,0,5,17,0,9,0,0,https://www.hltv.org/stats/players/individual/8508/DAVEY?event=2027
yay,8513;3564,8513,3564,81,83,0.98,0.68,55,-2,10,20,0.5,0.81,100.00%,15.60%,64,37,12,4,2,0,60,1,12,8,0,0,https://www.hltv.org/stats/players/individual/13843/Lucky?event=3885
NAF,8520;2062,8520,2062,22,40,0.55,0.45,15,-18,3,8,0.38,0.7,66.70%,11.80%,34,9,5,1,0,0,15,1,2,4,0,0,https://www.hltv.org/stats/players/individual/8520/NAF?event=2062
NAF,8520;2471,8520,2471,64,78,0.82,0.58,39,-14,5,14,0.36,0.68,60.00%,6.10%,71,21,13,3,2,0,41,2,5,16,0,0,https://www.hltv.org/stats/players/individual/8520/NAF?event=2471
NAF,8520;3564,8520,3564,160,132,1.21,0.78,99,28,18,16,1.12,0.97,77.80%,13.00%,107,60,22,12,5,0,103,10,13,30,4,0,https://www.hltv.org/stats/players/individual/8520/NAF?event=3564
NAF,8520;3883,8520,3883,105,109,0.96,0.6,70,-4,6,18,0.33,0.67,83.30%,5.50%,104,44,20,4,1,1,67,22,2,15,0,0,https://www.hltv.org/stats/players/individual/8520/NAF?event=3883
NAF,8520;4443,8520,4443,188,184,1.02,0.69,125,4,24,19,1.26,0.99,58.30%,10.20%,146,76,35,14,0,0,127,25,6,29,3,1,https://www.hltv.org/stats/players/individual/8520/NAF?event=4443
NAF,8520;4866,8520,4866,99,90,1.1,0.71,67,9,5,5,1,0.79,80.00%,6.60%,72,41,20,6,0,0,80,6,1,12,0,0,https://www.hltv.org/stats/players/individual/8520/NAF?event=4866
NAF,8520;6793,8520,6793,180,148,1.22,0.73,117,32,23,13,1.77,1.05,73.90%,13.40%,128,77,22,14,3,1,135,3,16,25,2,1,https://www.hltv.org/stats/players/individual/8520/NAF?event=6793
daps,8521;2062,8521,2062,20,39,0.51,0.41,18,-19,1,6,0.17,0.56,0.00%,0.00%,31,16,2,0,0,0,14,0,0,6,0,0,https://www.hltv.org/stats/players/individual/8521/daps?event=2062
daps,8521;3883,8521,3883,76,98,0.78,0.56,60,-22,12,12,1,0.96,75.00%,14.50%,75,46,12,2,0,0,56,0,9,12,0,0,https://www.hltv.org/stats/players/individual/8521/daps?event=3883
FugLy,8522;1617,8522,1617,40,46,0.87,0.66,28,-6,5,3,1.67,0.99,80.00%,15.40%,33,19,7,1,1,0,28,0,3,9,0,0,https://www.hltv.org/stats/players/individual/8522/FugLy?event=1617
FugLy,8522;2027,8522,2027,85,127,0.67,0.47,67,-42,9,19,0.47,0.74,55.60%,5.60%,115,49,18,0,0,0,62,1,2,18,3,0,https://www.hltv.org/stats/players/individual/8522/FugLy?event=2027
FugLy,8522;3883,8522,3883,79,94,0.84,0.59,55,-15,12,13,0.92,0.95,75.00%,14.50%,80,38,11,5,1,0,61,1,3,13,1,0,https://www.hltv.org/stats/players/individual/8522/FugLy?event=3883
tarik,8523;1611,8523,1611,57,60,0.95,0.74,38,-3,8,10,0.8,0.97,75.00%,19.40%,39,23,12,3,0,0,36,4,0,16,1,0,https://www.hltv.org/stats/players/individual/8523/tarik?event=1611
tarik,8523;1617,8523,1617,99,100,0.99,0.74,64,-1,13,12,1.08,1.01,100.00%,21.30%,69,39,18,5,1,1,70,2,1,23,2,1,https://www.hltv.org/stats/players/individual/8523/tarik?event=1617
tarik,8523;1666,8523,1666,73,65,1.12,0.82,48,8,6,4,1.5,0.93,33.30%,4.70%,41,30,11,7,0,0,60,0,1,12,0,0,https://www.hltv.org/stats/players/individual/8523/tarik?event=1666
tarik,8523;2027,8523,2027,139,123,1.13,0.76,91,16,18,18,1,1,66.70%,13.50%,91,53,30,6,2,0,95,17,0,27,1,0,https://www.hltv.org/stats/players/individual/8523/tarik?event=2027
tarik,8523;2062,8523,2062,21,37,0.57,0.46,16,-16,1,8,0.12,0.49,100.00%,7.10%,30,11,5,0,0,0,17,0,0,4,0,0,https://www.hltv.org/stats/players/individual/8523/tarik?event=2062
tarik,8523;2471,8523,2471,62,85,0.73,0.56,48,-23,14,14,1,1.09,71.40%,20.40%,62,35,12,1,0,0,43,4,1,14,0,0,https://www.hltv.org/stats/players/individual/8523/tarik?event=2471
