name,nationality,team,maps,rounds,KD-diff,KD,rating,event,event_ID,Full name,Player ID,Full link,name,Player ID,event_ID,Kills,Deaths,Kill / Death,Kill / Round,Rounds with kills,Kill - Death difference,Total opening kills,Total opening deaths,Opening kill ratio,Opening kill rating,Team win percent after first kill,First kill in won rounds,0 kill rounds,1 kill rounds,2 kill rounds,3 kill rounds,4 kill rounds,5 kill rounds,Rifle kills,Sniper kills,SMG kills,Pistol kills,Grenade,Other,Event link
denis,Germany,MOUZ,4,103,-29,0.65,0.75,ESL One Cologne 2016,2062,Denis 'denis' Howell,7511,https://www.hltv.org/player/7511/denis,coldzera,9216,1617,92,75,1.23,0.8,62,17,12,15,0.8,0.97,58.30%,11.90%,53,43,12,3,4,0,42,13,13,24,0,0,https://www.hltv.org/stats/players/individual/9216/coldzera?event=1617
hooch,Russia,Gambit,4,91,-26,0.62,0.75,ESL One Cologne 2016,2062,Dmitry 'hooch' Bogdanov,499,https://www.hltv.org/player/499/hooch,jkaem,8248,1617,231,198,1.17,0.8,142,33,30,24,1.25,1.05,70.00%,14.20%,145,76,48,14,3,1,157,0,28,36,4,6,https://www.hltv.org/stats/players/individual/8248/jkaem?event=1617
NAF,Canada,OpTic,2,49,-18,0.55,0.71,ESL One Cologne 2016,2062,Keith 'NAF' Markovic,8520,https://www.hltv.org/player/8520/naf,NiKo,3741,1617,107,91,1.18,0.81,66,16,13,8,1.62,1.06,46.20%,9.80%,66,35,23,6,2,0,81,1,4,21,0,0,https://www.hltv.org/stats/players/individual/3741/NiKo?event=1617
zonic,Denmark,Astralis,5,161,-51,0.55,0.71,ESL One Cologne 2016,2062,Danny 'zonic' SÃ¸rensen,21,https://www.hltv.org/player/21/zonic,flusha,3055,1617,133,121,1.1,0.77,81,12,18,10,1.8,1.09,94.40%,19.30%,92,50,15,12,3,1,79,9,10,26,9,0,https://www.hltv.org/stats/players/individual/3055/flusha?event=1617
koosta,United States,CLG,2,46,-14,0.61,0.66,ESL One Cologne 2016,2062,Kenneth 'koosta' Suen,9056,https://www.hltv.org/player/9056/koosta,NBK-,7168,1617,187,154,1.21,0.72,114,33,17,24,0.71,0.84,58.80%,6.40%,147,59,39,15,0,1,134,9,4,37,2,1,https://www.hltv.org/stats/players/individual/7168/NBK-?event=1617
DEVIL,France,Envy,2,51,-16,0.6,0.65,ESL One Cologne 2016,2062,Timothée 'DEVIL' Démolon,8569,https://www.hltv.org/player/8569/devil,Happy,7429,1617,216,175,1.23,0.83,151,41,32,17,1.88,1.17,90.60%,18.60%,110,100,39,10,2,0,124,32,12,45,3,0,https://www.hltv.org/stats/players/individual/7429/Happy?event=1617
stanislaw,Canada,OpTic,2,49,-18,0.51,0.64,ESL One Cologne 2016,2062,Peter 'stanislaw' Jarguz,8507,https://www.hltv.org/player/8507/stanislaw,KRIMZ,7528,1617,132,105,1.26,0.76,89,27,10,11,0.91,0.85,60.00%,6.80%,84,56,24,8,1,0,94,7,8,22,1,0,https://www.hltv.org/stats/players/individual/7528/KRIMZ?event=1617
tarik,United States,CLG,2,46,-16,0.57,0.62,ESL One Cologne 2016,2062,Tarik 'tarik' Celik,8523,https://www.hltv.org/player/8523/tarik,shox,1225,1617,75,69,1.09,0.76,43,6,12,10,1.2,1.1,75.00%,23.70%,56,19,17,6,1,0,38,12,5,20,0,0,https://www.hltv.org/stats/players/individual/1225/shox?event=1617
daps,Canada,OpTic,2,49,-19,0.51,0.55,ESL One Cologne 2016,2062,Damian 'daps' Steele,8521,https://www.hltv.org/player/8521/daps,apEX,7322,1617,198,178,1.11,0.76,128,20,37,36,1.03,1.15,75.70%,17.90%,133,81,28,15,4,0,134,1,11,48,4,0,https://www.hltv.org/stats/players/individual/7322/apEX?event=1617
coldzera,Brazil,Luminosity,9,262,84,1.56,1.32,MLG Columbus 2016,2027,Marcelo 'coldzera' David,9216,https://www.hltv.org/player/9216/coldzera,f0rest,29,1617,149,135,1.1,0.77,93,14,27,25,1.08,1.15,92.60%,24.50%,101,49,34,8,2,0,75,44,1,26,2,1,https://www.hltv.org/stats/players/individual/29/f0rest?event=1617
NiKo,Bosnia and Herzegovina,MOUZ,5,162,17,1.14,1.3,MLG Columbus 2016,2027,Nikola 'NiKo' KovaÄ,3741,https://www.hltv.org/player/3741/niko,seized,3347,1617,205,183,1.12,0.73,135,22,30,16,1.88,1.11,80.00%,16.00%,144,86,33,12,3,1,145,15,9,32,3,1,https://www.hltv.org/stats/players/individual/3347/seized?event=1617
Edward,Ukraine,Natus Vincere,8,201,48,1.39,1.28,MLG Columbus 2016,2027,Ioann 'Edward' Sukhariev,483,https://www.hltv.org/player/483/edward,Furlan,8327,1617,44,38,1.16,0.8,32,6,4,4,1,0.91,75.00%,13.00%,23,23,7,1,1,0,26,11,0,7,0,0,https://www.hltv.org/stats/players/individual/8327/Furlan?event=1617
flamie,Russia,Natus Vincere,8,201,32,1.24,1.25,MLG Columbus 2016,2027,Egor 'flamie' Vasilyev,7594,https://www.hltv.org/player/7594/flamie,cajunb,2469,1617,70,60,1.17,0.74,48,10,12,7,1.71,1.18,66.70%,16.00%,46,31,12,5,0,0,35,21,0,14,0,0,https://www.hltv.org/stats/players/individual/2469/cajunb?event=1617
s1mple,Ukraine,Liquid,6,188,26,1.2,1.24,MLG Columbus 2016,2027,Oleksandr 's1mple' Kostyliev,7998,https://www.hltv.org/player/7998/s1mple,RpK,7169,1617,74,74,1,0.75,46,0,6,16,0.38,0.7,66.70%,10.50%,53,27,13,4,1,1,46,2,6,20,0,0,https://www.hltv.org/stats/players/individual/7169/RpK?event=1617
device,Denmark,Astralis,6,149,24,1.26,1.22,MLG Columbus 2016,2027,Nicolai 'device' Reedtz,7592,https://www.hltv.org/player/7592/device,fox,629,1617,206,191,1.08,0.72,134,15,41,31,1.32,1.2,73.80%,20.90%,153,83,34,13,4,0,85,72,7,40,2,0,https://www.hltv.org/stats/players/individual/629/fox?event=1617
Shara,Ukraine,FlipSid3,2,95,12,1.18,1.21,MLG Columbus 2016,2027,Oleksandr 'Shara' Hordieyev,1866,https://www.hltv.org/player/1866/shara,kioShiMa,4959,1617,178,157,1.13,0.68,117,21,20,27,0.74,0.88,85.00%,10.90%,144,71,32,13,1,0,128,3,1,36,9,1,https://www.hltv.org/stats/players/individual/4959/kioShiMa?event=1617
dupreeh,Denmark,Astralis,6,149,20,1.22,1.2,MLG Columbus 2016,2027,Peter 'dupreeh' Rasmussen,7398,https://www.hltv.org/player/7398/dupreeh,byali,5386,1617,85,76,1.12,0.71,58,9,7,17,0.41,0.72,71.40%,8.10%,61,37,16,4,1,0,69,0,4,11,1,0,https://www.hltv.org/stats/players/individual/5386/byali?event=1617
rain,Norway,FaZe,4,94,-3,0.96,1.19,MLG Columbus 2016,2027,HÃ¥vard 'rain' Nygaard,8183,https://www.hltv.org/player/8183/rain,dennis,1146,1617,206,195,1.06,0.72,137,11,30,33,0.91,1,66.70%,13.50%,150,92,24,19,1,1,145,10,5,43,2,1,https://www.hltv.org/stats/players/individual/1146/dennis?event=1617
bondik,Ukraine,FlipSid3,2,95,8,1.12,1.19,MLG Columbus 2016,2027,Vladyslav 'bondik' Nechyporchuk,2131,https://www.hltv.org/player/2131/bondik,tarik,8523,1617,99,100,0.99,0.74,64,-1,13,12,1.08,1.01,100.00%,21.30%,69,39,18,5,1,1,70,2,1,23,2,1,https://www.hltv.org/stats/players/individual/8523/tarik?event=1617
fnx,Brazil,Luminosity,9,262,36,1.22,1.18,MLG Columbus 2016,2027,Lincoln 'fnx' Lau,557,https://www.hltv.org/player/557/fnx,fer,8564,1617,83,85,0.98,0.72,54,-2,10,12,0.83,0.93,80.00%,13.60%,61,35,12,4,3,0,61,0,3,16,3,0,https://www.hltv.org/stats/players/individual/8564/fer?event=1617
FalleN,Brazil,Luminosity,9,262,48,1.33,1.18,MLG Columbus 2016,2027,Gabriel 'FalleN' Toledo,2023,https://www.hltv.org/player/2023/fallen,nex,9618,1617,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hltv.org/stats/players/individual/9618/nex?event=1617
flusha,Sweden,fnatic,6,157,11,1.11,1.18,MLG Columbus 2016,2027,Robin 'flusha' RÃ¶nnquist,3055,https://www.hltv.org/player/3055/flusha,Xyp9x,4954,1617,70,67,1.04,0.74,48,3,6,3,2,0.93,100.00%,12.00%,46,31,12,5,0,0,49,1,3,16,1,0,https://www.hltv.org/stats/players/individual/4954/Xyp9x?event=1617
markeloff,Ukraine,FlipSid3,2,95,5,1.08,1.17,MLG Columbus 2016,2027,Yegor 'markeloff' Markelov,338,https://www.hltv.org/player/338/markeloff,flamie,7594,1617,197,183,1.08,0.71,141,14,26,24,1.08,0.99,57.70%,10.00%,138,100,27,13,1,0,148,4,6,32,1,6,https://www.hltv.org/stats/players/individual/7594/flamie?event=1617
jdm64,United States,CLG,7,182,20,1.17,1.14,MLG Columbus 2016,2027,Josh 'jdm64' Marzano,8346,https://www.hltv.org/player/8346/jdm64,jdm64,8346,1617,90,83,1.08,0.68,61,7,13,10,1.3,1.03,69.20%,14.80%,72,36,21,4,0,0,6,58,12,13,1,0,https://www.hltv.org/stats/players/individual/8346/jdm64?event=1617
byali,Poland,Virtus.pro,8,199,13,1.1,1.14,MLG Columbus 2016,2027,PaweÅ‚ 'byali' BieliÅ„ski,5386,https://www.hltv.org/player/5386/byali,pashaBiceps,317,1617,88,87,1.01,0.74,61,1,13,6,2.17,1.13,76.90%,16.10%,58,40,17,2,2,0,63,4,0,17,1,3,https://www.hltv.org/stats/players/individual/317/pashaBiceps?event=1617
tarik,United States,CLG,7,182,16,1.13,1.14,MLG Columbus 2016,2027,Tarik 'tarik' Celik,8523,https://www.hltv.org/player/8523/tarik,Zeus,484,1617,197,189,1.04,0.71,137,8,18,25,0.72,0.84,55.60%,6.70%,142,90,35,11,1,0,137,6,15,31,6,2,https://www.hltv.org/stats/players/individual/484/Zeus?event=1617
cajunb,Denmark,Astralis,6,149,16,1.17,1.14,MLG Columbus 2016,2027,RenÃ© 'cajunb' Borg,2469,https://www.hltv.org/player/2469/cajunb,chrisJ,2730,1617,92,91,1.01,0.7,63,1,22,12,1.83,1.35,72.70%,26.20%,69,41,17,3,2,0,14,46,0,28,1,3,https://www.hltv.org/stats/players/individual/2730/chrisJ?event=1617
fer,Brazil,Luminosity,9,262,2,1.01,1.14,MLG Columbus 2016,2027,Fernando 'fer' Alvarenga,8564,https://www.hltv.org/player/8564/fer,boltz,8568,1617,81,80,1.01,0.7,54,1,10,11,0.91,0.94,90.00%,15.30%,61,31,19,4,0,0,65,1,2,13,0,0,https://www.hltv.org/stats/players/individual/8568/boltz?event=1617
Snax,Poland,Virtus.pro,8,199,5,1.04,1.14,MLG Columbus 2016,2027,Janusz 'Snax' Pogorzelski,2553,https://www.hltv.org/player/2553/snax,GeT_RiGhT,39,1617,124,124,1,0.64,87,0,13,19,0.68,0.84,84.60%,10.80%,107,62,16,7,1,1,76,4,14,20,0,10,https://www.hltv.org/stats/players/individual/39/GeT_RiGhT?event=1617
adreN,United States,Liquid,6,188,19,1.17,1.14,MLG Columbus 2016,2027,Dauren 'AdreN' Kystaubayev,334,https://www.hltv.org/player/334/adren,device,7592,1617,62,64,0.97,0.66,39,-2,7,14,0.5,0.79,85.70%,12.00%,55,21,13,5,0,0,29,12,6,15,0,0,https://www.hltv.org/stats/players/individual/7592/device?event=1617
GeT_RiGhT,Sweden,Ninjas in Pyjamas,7,182,-2,0.99,1.13,MLG Columbus 2016,2027,Christopher 'GeT_RiGhT' Alesund,39,https://www.hltv.org/player/39/get-right,olofmeister,885,1617,121,123,0.98,0.7,86,-2,27,19,1.42,1.26,74.10%,22.70%,87,62,14,9,1,0,79,10,3,26,0,3,https://www.hltv.org/stats/players/individual/885/olofmeister?event=1617
JW,Sweden,fnatic,6,157,4,1.04,1.13,MLG Columbus 2016,2027,Jesper 'JW' Wecksell,3849,https://www.hltv.org/player/3849/jw,Xizt,884,1617,130,136,0.96,0.67,84,-6,20,23,0.87,0.98,75.00%,14.70%,110,50,22,12,0,0,78,12,7,32,1,0,https://www.hltv.org/stats/players/individual/884/Xizt?event=1617
seized,Russia,Natus Vincere,8,201,12,1.09,1.13,MLG Columbus 2016,2027,Denis 'seized' Kostin,3347,https://www.hltv.org/player/3347/seized,seang@res,1916,1617,74,82,0.9,0.7,48,-8,7,10,0.7,0.84,100.00%,15.60%,58,31,10,5,2,0,41,7,8,17,1,0,https://www.hltv.org/stats/players/individual/1916/seang@res?event=1617
apEX,France,Envy,2,53,-1,0.98,1.13,MLG Columbus 2016,2027,Dan 'apEX' Madesclaire,7322,https://www.hltv.org/player/7322/apex,friberg,7148,1617,128,134,0.96,0.66,85,-6,16,19,0.84,0.92,68.80%,10.80%,109,53,22,9,1,0,95,0,3,29,1,0,https://www.hltv.org/stats/players/individual/7148/friberg?event=1617
Happy,France,Envy,2,53,4,1.11,1.09,MLG Columbus 2016,2027,Vincent 'Happy' Schopenhauer,7429,https://www.hltv.org/player/7429/happy,freakazoid,7808,1617,64,67,0.96,0.6,42,-3,10,10,1,0.98,80.00%,17.80%,64,27,8,7,0,0,45,0,10,9,0,0,https://www.hltv.org/stats/players/individual/7808/freakazoid?event=1617
f0rest,Sweden,Ninjas in Pyjamas,7,182,6,1.05,1.09,MLG Columbus 2016,2027,Patrik 'f0rest' Lindberg,29,https://www.hltv.org/player/29/f0rest,Maikelele,1045,1617,181,185,0.98,0.63,126,-4,20,21,0.95,0.89,60.00%,8.10%,161,83,34,7,1,1,118,9,15,32,7,0,https://www.hltv.org/stats/players/individual/1045/Maikelele?event=1617
dennis,Sweden,fnatic,6,157,10,1.09,1.07,MLG Columbus 2016,2027,Dennis 'dennis' Edman,1146,https://www.hltv.org/player/1146/dennis,allu,695,1617,128,135,0.95,0.66,86,-7,17,15,1.13,0.98,94.10%,15.70%,108,53,26,5,2,0,14,78,3,30,3,0,https://www.hltv.org/stats/players/individual/695/allu?event=1617
NEO,Poland,Virtus.pro,8,199,4,1.03,1.07,MLG Columbus 2016,2027,Filip 'NEO' Kubski,165,https://www.hltv.org/player/9261/lekr0,karrigan,429,1617,60,64,0.94,0.64,43,-4,10,12,0.83,0.99,50.00%,10.00%,51,31,9,2,0,1,19,15,3,21,2,0,https://www.hltv.org/stats/players/individual/429/karrigan?event=1617
Xyp9x,Denmark,Astralis,6,149,11,1.12,1.07,MLG Columbus 2016,2027,Andreas 'Xyp9x' HÃ¸jsleth,4954,https://www.hltv.org/player/4954/xyp9x,Hyper,20435,1617,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hltv.org/stats/players/individual/20435/Hyper?event=1617
Hiko,United States,Liquid,6,188,11,1.09,1.07,MLG Columbus 2016,2027,Spencer 'Hiko' Martin,2644,https://www.hltv.org/player/2644/hiko,rain,8183,1617,182,212,0.86,0.63,115,-30,25,32,0.78,0.92,80.00%,13.50%,172,66,37,8,2,2,139,0,12,30,0,1,https://www.hltv.org/stats/players/individual/8183/rain?event=1617
TACO,Brazil,Luminosity,9,262,-4,0.98,1.06,MLG Columbus 2016,2027,Epitacio 'TACO' de Melo,9217,https://www.hltv.org/player/9217/taco,GruBy,8570,1617,37,44,0.84,0.67,22,-7,3,9,0.33,0.67,66.70%,8.70%,33,11,7,4,0,0,29,0,5,3,0,0,https://www.hltv.org/stats/players/individual/8570/GruBy?event=1617
hazed,United States,CLG,7,182,1,1.01,1.06,MLG Columbus 2016,2027,James 'hazed' Cobb,8347,https://www.hltv.org/player/8347/hazed,Edward,483,1617,174,182,0.96,0.62,126,-8,28,29,0.97,1,78.60%,14.70%,153,85,34,7,0,0,128,3,6,34,0,3,https://www.hltv.org/stats/players/individual/483/Edward?event=1617
KRIMZ,Sweden,fnatic,6,157,8,1.08,1.06,MLG Columbus 2016,2027,Freddy 'KRIMZ' Johansson,7528,https://www.hltv.org/player/7528/krimz,FNS,6451,1617,89,95,0.94,0.67,63,-6,10,18,0.56,0.82,50.00%,8.20%,70,40,20,3,0,0,59,0,3,24,0,3,https://www.hltv.org/stats/players/individual/6451/FNS?event=1617
aizy,Denmark,FaZe,4,94,4,1.06,1.06,MLG Columbus 2016,2027,Philip 'aizy' Aistrup,8095,https://www.hltv.org/player/8095/aizy,EliGE,8738,1617,43,50,0.86,0.7,29,-7,13,14,0.93,1.35,53.80%,26.90%,32,19,7,2,1,0,29,0,8,6,0,0,https://www.hltv.org/stats/players/individual/8738/EliGE?event=1617
AdreN,Kazakhstan,Gambit,5,137,0,1,1.04,MLG Columbus 2016,2027,Dauren 'AdreN' Kystaubayev,334,https://www.hltv.org/player/334/adren,shroud,8349,1617,64,74,0.86,0.6,42,-10,10,15,0.67,0.9,60.00%,13.30%,64,27,8,7,0,0,43,1,5,14,1,0,https://www.hltv.org/stats/players/individual/8349/shroud?event=1617
Dosia,Russia,Gambit,5,137,-10,0.9,1.03,MLG Columbus 2016,2027,Mihail 'Dosia' Stolyarov,735,https://www.hltv.org/player/735/dosia,steel,7382,1617,65,73,0.89,0.57,46,-8,6,12,0.5,0.75,50.00%,5.10%,69,32,11,1,2,0,46,1,3,15,0,0,https://www.hltv.org/stats/players/individual/7382/steel?event=1617
ScreaM,Belgium,G2,5,109,-6,0.93,1.02,MLG Columbus 2016,2027,Adil 'ScreaM' Benrlitom,7390,https://www.hltv.org/player/7390/scream,FugLy,8522,1617,40,46,0.87,0.66,28,-6,5,3,1.67,0.99,80.00%,15.40%,33,19,7,1,1,0,28,0,3,9,0,0,https://www.hltv.org/stats/players/individual/8522/FugLy?event=1617
EliGE,United States,Liquid,6,188,-9,0.93,1.02,MLG Columbus 2016,2027,Jonathan 'EliGE' Jablonowski,8738,https://www.hltv.org/player/8738/elige,TaZ,161,1617,76,83,0.92,0.64,55,-7,9,4,2.25,0.99,55.60%,8.10%,64,37,15,3,0,0,58,0,5,13,0,0,https://www.hltv.org/stats/players/individual/161/TaZ?event=1617
chrisJ,Netherlands,MOUZ,5,162,7,1.06,1.02,MLG Columbus 2016,2027,Chris 'chrisJ' de Jong,2730,https://www.hltv.org/player/2730/chrisj,nitr0,7687,1617,40,49,0.82,0.66,27,-9,7,3,2.33,1.16,85.70%,23.10%,34,18,5,4,0,0,26,0,9,5,0,0,https://www.hltv.org/stats/players/individual/7687/nitr0?event=1617
WorldEdit,Russia,FlipSid3,2,95,-1,0.98,1.02,MLG Columbus 2016,2027,Georgi 'WorldEdit' Yaskin,7403,https://www.hltv.org/player/7403/worldedit,NEO,165,1617,67,79,0.85,0.56,47,-12,18,16,1.12,1.2,77.80%,22.60%,72,31,13,2,1,0,28,24,1,14,0,0,https://www.hltv.org/stats/players/individual/165/NEO?event=1617
Spiidi,Germany,MOUZ,5,162,-8,0.93,1.01,MLG Columbus 2016,2027,Timo 'Spiidi' Richter,7499,https://www.hltv.org/player/7499/spiidi,adreN,334,1617,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hltv.org/stats/players/individual/334/adreN?event=1617
TaZ,Poland,Virtus.pro,8,199,3,1.02,1.01,MLG Columbus 2016,2027,Wiktor 'TaZ' Wojtas,161,https://www.hltv.org/player/161/taz,n0thing,203,1617,66,78,0.85,0.62,50,-12,11,10,1.1,1.03,27.30%,6.70%,56,39,6,5,0,0,46,1,5,12,2,0,https://www.hltv.org/stats/players/individual/203/n0thing?event=1617
fox,Portugal,FaZe,4,94,-4,0.94,1,MLG Columbus 2016,2027,Ricardo 'fox' Pacheco,629,https://www.hltv.org/player/629/fox,Skadoodle,7440,1617,57,69,0.83,0.54,41,-12,10,12,0.83,0.95,80.00%,17.80%,65,29,8,4,0,0,7,35,0,14,1,0,https://www.hltv.org/stats/players/individual/7440/Skadoodle?event=1617
shox,France,G2,5,109,6,1.08,0.99,MLG Columbus 2016,2027,Richard 'shox' Papillon,1225,https://www.hltv.org/player/1225/shox,pronax,41,1617,102,122,0.84,0.59,75,-20,13,21,0.62,0.84,61.50%,9.10%,98,52,19,4,0,0,79,0,5,16,2,0,https://www.hltv.org/stats/players/individual/41/pronax?event=1617
wayLander,Russia,Gambit,5,137,-7,0.93,0.99,MLG Columbus 2016,2027,Jan 'wayLander' Rahkonen,7796,https://www.hltv.org/player/7796/waylander,bondik,2131,1617,30,36,0.83,0.65,22,-6,3,5,0.6,0.81,0.00%,0.00%,24,15,6,1,0,0,21,0,0,9,0,0,https://www.hltv.org/stats/players/individual/2131/bondik?event=1617
NBK-,France,Envy,2,53,-10,0.75,0.99,MLG Columbus 2016,2027,Nathan 'NBK-' Schmitt,7168,https://www.hltv.org/player/7168/nbk,markeloff,338,1617,30,36,0.83,0.65,22,-6,3,4,0.75,0.85,100.00%,21.40%,24,14,8,0,0,0,20,0,0,9,1,0,https://www.hltv.org/stats/players/individual/338/markeloff?event=1617
hooch,Russia,Gambit,5,137,-6,0.94,0.98,MLG Columbus 2016,2027,Dmitry 'hooch' Bogdanov,499,https://www.hltv.org/player/499/hooch,SmithZz,7170,1617,55,77,0.71,0.56,34,-22,10,15,0.67,0.92,70.00%,18.40%,65,20,7,7,0,0,8,23,10,14,0,0,https://www.hltv.org/stats/players/individual/7170/SmithZz?event=1617
RpK,France,G2,5,109,-3,0.96,0.98,MLG Columbus 2016,2027,CÃ©dric 'RpK' Guipouy,7169,https://www.hltv.org/player/7169/rpk,reltuC,8137,1617,81,99,0.82,0.61,61,-18,11,7,1.57,0.99,54.50%,9.80%,72,41,20,0,0,0,60,0,3,15,3,0,https://www.hltv.org/stats/players/individual/8137/reltuC?event=1617
olofmeister,Sweden,fnatic,6,157,0,1,0.98,MLG Columbus 2016,2027,Olof 'olofmeister' Kajbjer,885,https://www.hltv.org/player/885/olofmeister,Kjaerbye,8394,1617,31,40,0.78,0.6,22,-9,7,7,1,1.12,71.40%,25.00%,30,13,9,0,0,0,25,0,0,6,0,0,https://www.hltv.org/stats/players/individual/8394/Kjaerbye?event=1617
pashaBiceps,Poland,Virtus.pro,8,199,-13,0.91,0.98,MLG Columbus 2016,2027,JarosÅ‚aw 'pashaBiceps' JarzÄ…bkowski,317,https://www.hltv.org/player/317/pashabiceps,ScreaM,7390,1617,56,76,0.74,0.57,40,-20,2,5,0.4,0.68,100.00%,5.30%,59,28,9,2,1,0,43,0,2,11,0,0,https://www.hltv.org/stats/players/individual/7390/ScreaM?event=1617
Zeus,Ukraine,Natus Vincere,8,201,-8,0.94,0.97,MLG Columbus 2016,2027,Danylo 'Zeus' Teslenko,484,https://www.hltv.org/player/484/zeus,denis,7511,1617,76,102,0.75,0.58,54,-26,14,21,0.67,0.93,78.60%,18.00%,78,36,15,2,1,0,57,0,0,17,2,0,https://www.hltv.org/stats/players/individual/7511/denis?event=1617
nitr0,United States,Liquid,6,188,-28,0.79,0.97,MLG Columbus 2016,2027,Nick 'nitr0' Cannella,7687,https://www.hltv.org/player/7687/nitr0,JW,3849,1617,96,127,0.76,0.55,70,-31,19,24,0.79,0.98,60.00%,13.60%,103,46,22,2,0,0,25,29,4,30,0,8,https://www.hltv.org/stats/players/individual/3849/JW?event=1617
denis,Germany,MOUZ,5,162,-19,0.84,0.97,MLG Columbus 2016,2027,Denis 'denis' Howell,7511,https://www.hltv.org/player/7511/denis,rallen,5388,1617,31,41,0.76,0.56,23,-10,6,3,2,1.12,66.70%,17.40%,32,16,6,1,0,0,18,3,0,7,2,1,https://www.hltv.org/stats/players/individual/5388/rallen?event=1617
Ex6TenZ,Belgium,G2,5,109,-15,0.8,0.95,MLG Columbus 2016,2027,KÃ©vin 'Ex6TenZ' Droolans,7166,https://www.hltv.org/player/7166/ex6tenz,FalleN,2023,1617,62,83,0.75,0.54,46,-21,12,14,0.86,0.99,66.70%,13.60%,69,33,10,3,0,0,20,27,0,14,0,1,https://www.hltv.org/stats/players/individual/2023/FalleN?event=1617
Xizt,Sweden,Ninjas in Pyjamas,7,182,-22,0.84,0.95,MLG Columbus 2016,2027,Richard 'Xizt' LandstrÃ¶m,884,https://www.hltv.org/player/884/xizt,peet,7369,1617,26,34,0.76,0.47,21,-8,3,8,0.38,0.7,100.00%,17.40%,34,17,3,1,0,0,11,5,1,9,0,0,https://www.hltv.org/stats/players/individual/7369/peet?event=1617
GuardiaN,Slovakia,Natus Vincere,8,201,-14,0.89,0.94,MLG Columbus 2016,2027,Ladislav 'GuardiaN' KovÃ¡cs,2757,https://www.hltv.org/player/2757/guardian,Hiko,2644,1617,31,41,0.76,0.51,25,-10,2,7,0.29,0.64,100.00%,7.70%,36,20,4,1,0,0,22,0,0,9,0,0,https://www.hltv.org/stats/players/individual/2644/Hiko?event=1617
reltuC,United States,CLG,7,182,-11,0.91,0.94,MLG Columbus 2016,2027,Stephen 'reltuC' Cutler,8137,https://www.hltv.org/player/8137/reltuc,Ex6TenZ,7166,1617,49,72,0.68,0.49,35,-23,11,12,0.92,1.02,72.70%,21.10%,64,24,8,3,0,0,31,2,1,13,2,0,https://www.hltv.org/stats/players/individual/7166/Ex6TenZ?event=1617
DAVEY,Canada,Splyce,2,40,-2,0.94,0.93,MLG Columbus 2016,2027,David 'DAVEY' Stafford,8508,https://www.hltv.org/player/8508/davey,Pimp,7154,1617,25,36,0.69,0.48,22,-11,1,3,0.33,0.67,100.00%,5.00%,30,20,1,1,0,0,11,9,0,5,0,0,https://www.hltv.org/stats/players/individual/7154/Pimp?event=1617
DEVIL,France,Envy,2,53,-9,0.76,0.93,MLG Columbus 2016,2027,Timothée 'DEVIL' Démolon,8569,https://www.hltv.org/player/8569/devil,hazed,8347,1617,69,107,0.64,0.52,53,-38,17,22,0.77,1.03,64.70%,18.00%,80,39,12,2,0,0,53,0,1,13,0,2,https://www.hltv.org/stats/players/individual/8347/hazed?event=1617
mou,Kazakhstan,Gambit,5,137,-11,0.89,0.93,MLG Columbus 2016,2027,Rustem 'mou' Telepov,964,https://www.hltv.org/player/964/mou,gob b,136,1617,61,99,0.62,0.46,50,-38,7,17,0.41,0.72,57.10%,6.60%,82,40,9,1,0,0,43,0,4,14,0,0,https://www.hltv.org/stats/players/individual/136/gob b?event=1617
B1ad3,Ukraine,FlipSid3,2,95,-9,0.87,0.9,MLG Columbus 2016,2027,Andrey 'B1ad3' Gorodenskiy,472,https://www.hltv.org/player/472/b1ad3,DavCost,8124,1617,19,37,0.51,0.41,13,-18,2,6,0.33,0.67,0.00%,0.00%,33,9,2,2,0,0,8,1,0,9,0,1,https://www.hltv.org/stats/players/individual/8124/DavCost?event=1617
Skadoodle,United States,Cloud9,2,44,-7,0.79,0.9,MLG Columbus 2016,2027,Tyler 'Skadoodle' Latham,7440,https://www.hltv.org/player/7440/skadoodle,TENZKI,5287,1617,23,41,0.56,0.44,18,-18,2,6,0.33,0.67,50.00%,5.00%,34,13,5,0,0,0,12,0,0,9,2,0,https://www.hltv.org/stats/players/individual/5287/TENZKI?event=1617
friberg,Sweden,Ninjas in Pyjamas,7,182,-18,0.86,0.9,MLG Columbus 2016,2027,Adam 'friberg' Friberg,7148,https://www.hltv.org/player/7148/friberg,B1ad3,472,1617,23,40,0.57,0.5,18,-17,2,6,0.33,0.67,100.00%,14.30%,28,13,5,0,0,0,18,0,0,5,0,0,https://www.hltv.org/stats/players/individual/472/B1ad3?event=1617
SmithZz,France,G2,5,109,-11,0.87,0.9,MLG Columbus 2016,2027,Edouard 'SmithZz' Dubourdeaux,7170,https://www.hltv.org/player/7170/smithzz,MSL,7156,1617,16,43,0.37,0.31,15,-27,3,12,0.25,0.57,66.70%,10.00%,37,14,1,0,0,0,10,0,1,3,1,1,https://www.hltv.org/stats/players/individual/7156/MSL?event=1617
