name,nationality,team,maps,rounds,KD-diff,KD,rating,event,event_ID,Full name,Player ID,Full link,name,Player ID,event_ID,Kills,Deaths,Kill / Death,Kill / Round,Rounds with kills,Kill - Death difference,Total opening kills,Total opening deaths,Opening kill ratio,Opening kill rating,Team win percent after first kill,First kill in won rounds,0 kill rounds,1 kill rounds,2 kill rounds,3 kill rounds,4 kill rounds,5 kill rounds,Rifle kills,Sniper kills,SMG kills,Pistol kills,Grenade,Other,Event link
Maniac,Switzerland,Titan,2,61,-2,0.96,0.93,ESL One Cologne 2015,1666,Mathieu 'Maniac' Quiquerez,823,https://www.hltv.org/player/823/maniac,bondik,2131,1611,23,33,0.7,0.64,15,-10,5,5,1,1.13,40.00%,50.00%,21,10,3,1,1,0,15,0,0,8,0,0,https://www.hltv.org/stats/players/individual/2131/bondik?event=1611
Xizt,Sweden,Ninjas in Pyjamas,5,120,-7,0.91,0.92,ESL One Cologne 2015,1666,Richard 'Xizt' LandstrÃ¶m,884,https://www.hltv.org/player/884/xizt,seang@res,1916,1611,47,59,0.8,0.58,37,-12,6,11,0.55,0.81,66.70%,11.40%,44,28,8,1,0,0,30,4,0,10,2,1,https://www.hltv.org/stats/players/individual/1916/seang@res?event=1611
pronax,Sweden,fnatic,9,219,-1,0.99,0.91,ESL One Cologne 2015,1666,Markus 'pronax' Wallsten,41,https://www.hltv.org/player/41/pronax,Polly,3631,1611,40,50,0.8,0.56,32,-10,4,5,0.8,0.83,25.00%,2.80%,39,24,8,0,0,0,12,19,0,8,1,0,https://www.hltv.org/stats/players/individual/3631/Polly?event=1611
Edward,Ukraine,Natus Vincere,5,139,-13,0.87,0.91,ESL One Cologne 2015,1666,Ioann 'Edward' Sukhariev,483,https://www.hltv.org/player/483/edward,reltuC,8137,1611,45,57,0.79,0.58,37,-12,7,5,1.4,1.01,57.10%,12.90%,40,31,4,2,0,0,39,1,1,3,1,0,https://www.hltv.org/stats/players/individual/8137/reltuC?event=1611
dennis,Sweden,Kinguin,5,126,-10,0.89,0.9,ESL One Cologne 2015,1666,Dennis 'dennis' Edman,1146,https://www.hltv.org/player/1146/dennis,DavCost,8124,1611,21,32,0.66,0.58,13,-11,1,8,0.12,0.44,0.00%,0.00%,23,8,3,1,1,0,8,4,0,9,0,0,https://www.hltv.org/stats/players/individual/8124/DavCost?event=1611
seized,Russia,Natus Vincere,5,139,-11,0.89,0.9,ESL One Cologne 2015,1666,Denis 'seized' Kostin,3347,https://www.hltv.org/player/3347/seized,xartE,7537,1611,27,39,0.69,0.57,18,-12,3,7,0.43,0.74,66.70%,13.30%,29,11,5,2,0,0,20,0,0,6,0,1,https://www.hltv.org/stats/players/individual/7537/xartE?event=1611
flamie,Russia,Natus Vincere,5,139,-10,0.91,0.9,ESL One Cologne 2015,1666,Egor 'flamie' Vasilyev,7594,https://www.hltv.org/player/7594/flamie,starix,303,1611,69,94,0.73,0.5,54,-25,8,11,0.73,0.82,50.00%,5.70%,83,40,13,1,0,0,46,11,0,12,0,0,https://www.hltv.org/stats/players/individual/303/starix?event=1611
gob b,Germany,MOUZ,2,56,-7,0.83,0.88,ESL One Cologne 2015,1666,Fatih 'gob b' Dayik,136,https://www.hltv.org/player/136/gob-b,ANGE1,339,1611,31,43,0.72,0.53,24,-12,2,9,0.22,0.58,0.00%,0.00%,34,18,5,1,0,0,26,0,0,5,0,0,https://www.hltv.org/stats/players/individual/339/ANGE1?event=1611
SmithZz,France,Titan,2,61,-10,0.79,0.87,ESL One Cologne 2015,1666,Edouard 'SmithZz' Dubourdeaux,7170,https://www.hltv.org/player/7170/smithzz,jks,4679,1611,26,40,0.65,0.46,19,-14,0,3,0,0.58,,0.00%,37,13,5,1,0,0,18,0,0,8,0,0,https://www.hltv.org/stats/players/individual/4679/jks?event=1611
rain,Norway,Kinguin,5,126,-13,0.85,0.86,ESL One Cologne 2015,1666,HÃ¥vard 'rain' Nygaard,8183,https://www.hltv.org/player/8183/rain,zqkS,7383,1611,77,118,0.65,0.51,57,-41,20,18,1.11,1.13,80.00%,25.00%,93,42,12,3,0,0,23,32,1,20,1,0,https://www.hltv.org/stats/players/individual/7383/zqkS?event=1611
chrisJ,Netherlands,MOUZ,2,56,-8,0.82,0.86,ESL One Cologne 2015,1666,Chris 'chrisJ' de Jong,2730,https://www.hltv.org/player/2730/chrisj,Ex6TenZ,7166,1611,25,40,0.62,0.5,19,-15,3,8,0.38,0.7,66.70%,11.10%,31,15,3,1,0,0,18,2,0,5,0,0,https://www.hltv.org/stats/players/individual/7166/Ex6TenZ?event=1611
FNS,Canada,CLG,3,89,-9,0.86,0.84,ESL One Cologne 2015,1666,Pujan 'FNS' Mehta,6451,https://www.hltv.org/player/6451/fns,apEX,7322,1611,23,40,0.57,0.46,18,-17,7,12,0.58,0.97,57.10%,22.20%,32,15,2,0,1,0,17,1,0,5,0,0,https://www.hltv.org/stats/players/individual/7322/apEX?event=1611
GruBy,Poland,eBettle,2,48,-7,0.81,0.84,ESL One Cologne 2015,1666,Dominik 'GruBy' Swiderski,8570,https://www.hltv.org/player/8570/gruby,stonde,7238,1611,23,36,0.64,0.49,20,-13,8,4,2,1.38,75.00%,40.00%,27,17,3,0,0,0,6,9,0,7,0,1,https://www.hltv.org/stats/players/individual/7238/stonde?event=1611
freakazoid,United States,Cloud9,3,79,-9,0.84,0.84,ESL One Cologne 2015,1666,Ryan 'freakazoid' Abadir,7808,https://www.hltv.org/player/7808/freakazoid,SPUNJ,8085,1611,27,45,0.6,0.48,21,-18,6,9,0.67,0.93,66.70%,18.20%,35,16,4,1,0,0,19,1,0,6,1,0,https://www.hltv.org/stats/players/individual/8085/SPUNJ?event=1611
hazed,United States,CLG,3,89,-12,0.81,0.81,ESL One Cologne 2015,1666,James 'hazed' Cobb,8347,https://www.hltv.org/player/8347/hazed,natu,713,1611,22,38,0.58,0.47,18,-16,3,2,1.5,0.91,66.70%,13.30%,29,14,4,0,0,0,15,0,0,6,0,1,https://www.hltv.org/stats/players/individual/713/natu?event=1611
DavCost,Russia,FlipSid3,3,89,-17,0.76,0.8,ESL One Cologne 2015,1666,Vadim 'DavCost' Vasilyev,8124,https://www.hltv.org/player/8124/davcost,WorldEdit,7403,1611,13,35,0.37,0.36,8,-22,2,7,0.29,0.62,0.00%,0.00%,28,5,1,2,0,0,2,4,0,7,0,0,https://www.hltv.org/stats/players/individual/7403/WorldEdit?event=1611
emagine,Australia,Immunity,2,53,-10,0.75,0.79,ESL One Cologne 2015,1666,Chris 'emagine' Rowlands,8744,https://www.hltv.org/player/8744/emagine,markeloff,338,1611,15,33,0.45,0.42,14,-18,2,1,2,0.9,50.00%,25.00%,22,13,1,0,0,0,9,1,0,5,0,0,https://www.hltv.org/stats/players/individual/338/markeloff?event=1611
RpK,France,Titan,2,61,-13,0.72,0.78,ESL One Cologne 2015,1666,CÃ©dric 'RpK' Guipouy,7169,https://www.hltv.org/player/7169/rpk,B1ad3,472,1611,12,35,0.34,0.33,10,-23,2,3,0.67,0.81,50.00%,25.00%,26,8,2,0,0,0,10,0,0,1,1,0,https://www.hltv.org/stats/players/individual/472/B1ad3?event=1611
reltuC,United States,CLG,3,89,-17,0.75,0.78,ESL One Cologne 2015,1666,Stephen 'reltuC' Cutler,8137,https://www.hltv.org/player/8137/reltuc,Snax,2553,1553,144,99,1.45,0.83,89,45,24,21,1.14,1.16,70.80%,15.90%,84,51,26,9,2,1,94,11,3,30,3,3,https://www.hltv.org/stats/players/individual/2553/Snax?event=1553
n0thing,United States,Cloud9,3,79,-16,0.72,0.76,ESL One Cologne 2015,1666,Jordan 'n0thing' Gilbert,203,https://www.hltv.org/player/203/n0thing,flusha,3055,1553,97,73,1.33,0.82,59,24,12,3,4,1.13,91.70%,15.30%,60,33,18,4,4,0,85,0,0,9,3,0,https://www.hltv.org/stats/players/individual/3055/flusha?event=1553
friberg,Sweden,Ninjas in Pyjamas,5,120,-28,0.69,0.75,ESL One Cologne 2015,1666,Adam 'friberg' Friberg,7148,https://www.hltv.org/player/7148/friberg,pashaBiceps,317,1553,138,99,1.39,0.8,88,39,26,20,1.3,1.23,92.30%,22.40%,85,50,29,6,3,0,61,44,0,26,4,3,https://www.hltv.org/stats/players/individual/317/pashaBiceps?event=1553
fox,Portugal,Kinguin,5,126,-28,0.68,0.74,ESL One Cologne 2015,1666,Ricardo 'fox' Pacheco,629,https://www.hltv.org/player/629/fox,olofmeister,885,1553,96,73,1.32,0.81,59,23,16,7,2.29,1.24,81.20%,18.10%,60,34,17,5,3,0,56,11,3,25,1,0,https://www.hltv.org/stats/players/individual/885/olofmeister?event=1553
Spiidi,Germany,MOUZ,2,56,-12,0.69,0.73,ESL One Cologne 2015,1666,Timo 'Spiidi' Richter,7499,https://www.hltv.org/player/7499/spiidi,JW,3849,1553,99,76,1.3,0.83,61,23,16,17,0.94,1.1,81.20%,18.10%,58,33,19,9,0,0,18,47,1,32,1,0,https://www.hltv.org/stats/players/individual/3849/JW?event=1553
yam,Australia,Renegades,3,73,-19,0.65,0.73,ESL One Cologne 2015,1666,Yaman 'yam' Ergenekon,2555,https://www.hltv.org/player/2555/yam,Happy,7429,1553,189,144,1.31,0.81,127,45,22,9,2.44,1.07,77.30%,13.40%,107,78,38,10,1,0,116,21,0,50,1,1,https://www.hltv.org/stats/players/individual/7429/Happy?event=1553
seang@res,United States,Cloud9,3,79,-19,0.69,0.73,ESL One Cologne 2015,1666,Sean 'seang@res' Gares,1916,https://www.hltv.org/player/1916/seangres,f0rest,29,1553,238,201,1.18,0.82,157,37,38,53,0.72,1.02,81.60%,18.70%,134,102,37,13,4,1,170,15,1,47,5,0,https://www.hltv.org/stats/players/individual/29/f0rest?event=1553
Ex6TenZ,Belgium,Titan,2,61,-13,0.71,0.72,ESL One Cologne 2015,1666,KÃ©vin 'Ex6TenZ' Droolans,7166,https://www.hltv.org/player/7166/ex6tenz,swag,5021,1553,57,53,1.08,0.79,35,4,11,6,1.83,1.29,81.80%,25.00%,37,21,9,2,3,0,41,1,0,13,2,0,https://www.hltv.org/stats/players/individual/5021/swag?event=1553
steel,Brazil,Luminosity,5,148,-36,0.65,0.68,ESL One Cologne 2015,1666,Lucas 'steel' Lopes,7382,https://www.hltv.org/player/7382/steel,TaZ,161,1553,131,104,1.26,0.76,86,27,13,16,0.81,0.89,92.30%,11.20%,87,52,25,8,1,0,110,0,0,20,0,1,https://www.hltv.org/stats/players/individual/161/TaZ?event=1553
rallen,Poland,eBettle,2,48,-16,0.59,0.64,ESL One Cologne 2015,1666,Karol 'rallen' Rodowicz,5388,https://www.hltv.org/player/5388/rallen,byali,5386,1553,133,105,1.27,0.77,87,28,15,8,1.88,1.02,80.00%,11.20%,86,50,29,8,0,0,101,1,2,29,0,0,https://www.hltv.org/stats/players/individual/5386/byali?event=1553
WorldEdit,Russia,FlipSid3,3,89,-28,0.56,0.62,ESL One Cologne 2015,1666,Georgi 'WorldEdit' Yaskin,7403,https://www.hltv.org/player/7403/worldedit,cajunb,2469,1553,73,58,1.26,0.76,49,15,9,2,4.5,1.1,66.70%,12.50%,47,30,14,5,0,0,54,1,0,18,0,0,https://www.hltv.org/stats/players/individual/2469/cajunb?event=1553
Havoc,Australia,Renegades,3,73,-23,0.58,0.62,ESL One Cologne 2015,1666,Luke 'Havoc' Paton,8083,https://www.hltv.org/player/8083/havoc,GeT_RiGhT,39,1553,214,180,1.19,0.74,130,34,31,21,1.48,1.08,83.90%,15.70%,161,72,39,17,2,0,161,8,4,37,3,1,https://www.hltv.org/stats/players/individual/39/GeT_RiGhT?event=1553
James,Australia,Immunity,2,53,-18,0.51,0.61,ESL One Cologne 2015,1666,James 'James' Quinn,8746,https://www.hltv.org/player/8746/james,s1mple,7998,1553,73,65,1.12,0.78,47,8,13,11,1.18,1.16,61.50%,18.60%,47,30,11,5,0,1,14,31,0,28,0,0,https://www.hltv.org/stats/players/individual/7998/s1mple?event=1553
SnypeR,Australia,Immunity,2,53,-22,0.42,0.51,ESL One Cologne 2015,1666,Iain 'SnypeR' Turner,8084,https://www.hltv.org/player/8084/snyper,Troubley,128,1553,36,34,1.06,0.77,22,2,6,11,0.55,0.91,66.70%,26.70%,25,12,8,0,2,0,22,5,0,9,0,0,https://www.hltv.org/stats/players/individual/128/Troubley?event=1553
Furlan,Poland,eBettle,2,48,-23,0.42,0.43,ESL One Cologne 2015,1666,Damian 'Furlan' Kislowski,8327,https://www.hltv.org/player/8327/furlan,Edward,483,1553,142,124,1.15,0.8,94,18,22,20,1.1,1.1,68.20%,16.50%,84,56,29,8,1,0,106,8,0,24,2,2,https://www.hltv.org/stats/players/individual/483/Edward?event=1553
olofmeister,Sweden,fnatic,9,234,58,1.39,1.31,ESL One Katowice 2015,1611,Olof 'olofmeister' Kajbjer,885,https://www.hltv.org/player/885/olofmeister,KRIMZ,7528,1553,82,71,1.15,0.69,50,11,11,9,1.22,1,100.00%,15.30%,69,27,14,9,0,0,68,0,0,11,2,1,https://www.hltv.org/stats/players/individual/7528/KRIMZ?event=1553
rain,Norway,LGB,3,71,14,1.29,1.27,ESL One Katowice 2015,1611,HÃ¥vard 'rain' Nygaard,8183,https://www.hltv.org/player/8183/rain,GuardiaN,2757,1553,132,114,1.16,0.74,87,18,21,18,1.17,1.09,76.20%,17.60%,91,52,28,4,3,0,38,71,0,19,3,1,https://www.hltv.org/stats/players/individual/2757/GuardiaN?event=1553
NEO,Poland,Virtus.pro,7,181,46,1.42,1.27,ESL One Katowice 2015,1611,Filip 'NEO' Kubski,165,https://www.hltv.org/player/9261/lekr0,SEMPHIS,1915,1553,43,44,0.98,0.73,25,-1,5,8,0.62,0.86,100.00%,19.20%,34,15,4,5,0,1,26,0,0,15,2,0,https://www.hltv.org/stats/players/individual/1915/SEMPHIS?event=1553
seized,Russia,Natus Vincere,6,137,26,1.29,1.24,ESL One Katowice 2015,1611,Denis 'seized' Kostin,3347,https://www.hltv.org/player/3347/seized,Zeus,484,1553,133,114,1.17,0.75,88,19,18,22,0.82,0.97,72.20%,14.30%,90,52,28,8,0,0,103,5,0,20,3,2,https://www.hltv.org/stats/players/individual/484/Zeus?event=1553
GeT_RiGhT,Sweden,Ninjas in Pyjamas,10,256,45,1.27,1.2,ESL One Katowice 2015,1611,Christopher 'GeT_RiGhT' Alesund,39,https://www.hltv.org/player/39/get-right,kioShiMa,4959,1553,172,145,1.19,0.74,120,27,24,12,2,1.09,79.20%,15.00%,114,77,36,5,2,0,125,11,0,33,2,1,https://www.hltv.org/stats/players/individual/4959/kioShiMa?event=1553
GuardiaN,Slovakia,Natus Vincere,6,137,23,1.27,1.19,ESL One Katowice 2015,1611,Ladislav 'GuardiaN' KovÃ¡cs,2757,https://www.hltv.org/player/2757/guardian,NBK-,7168,1553,169,150,1.13,0.72,108,19,22,26,0.85,0.95,81.80%,14.20%,126,61,37,8,2,0,120,3,0,43,1,2,https://www.hltv.org/stats/players/individual/7168/NBK-?event=1553
Snax,Poland,Virtus.pro,7,181,29,1.26,1.16,ESL One Katowice 2015,1611,Janusz 'Snax' Pogorzelski,2553,https://www.hltv.org/player/2553/snax,Skadoodle,7440,1553,50,43,1.16,0.69,35,7,8,8,1,1.04,75.00%,16.70%,37,24,8,2,1,0,12,26,0,9,3,0,https://www.hltv.org/stats/players/individual/7440/Skadoodle?event=1553
shox,France,Envy,7,182,20,1.17,1.13,ESL One Katowice 2015,1611,Richard 'shox' Papillon,1225,https://www.hltv.org/player/1225/shox,Maikelele,1045,1553,202,172,1.17,0.69,136,30,34,20,1.7,1.14,82.40%,16.90%,155,85,40,9,2,0,41,113,6,37,1,4,https://www.hltv.org/stats/players/individual/1045/Maikelele?event=1553
cajunb,Denmark,TSM,6,152,22,1.24,1.13,ESL One Katowice 2015,1611,RenÃ© 'cajunb' Borg,2469,https://www.hltv.org/player/2469/cajunb,Xyp9x,4954,1553,64,60,1.07,0.67,41,4,3,7,0.43,0.7,66.70%,4.20%,55,25,10,5,1,0,56,0,0,7,1,0,https://www.hltv.org/stats/players/individual/4954/Xyp9x?event=1553
flusha,Sweden,fnatic,9,234,32,1.23,1.12,ESL One Katowice 2015,1611,Robin 'flusha' RÃ¶nnquist,3055,https://www.hltv.org/player/3055/flusha,NEO,165,1553,121,112,1.08,0.7,80,9,18,12,1.5,1.07,83.30%,14.00%,93,52,17,10,1,0,76,4,0,33,5,3,https://www.hltv.org/stats/players/individual/165/NEO?event=1553
KRIMZ,Sweden,fnatic,9,234,29,1.21,1.11,ESL One Katowice 2015,1611,Freddy 'KRIMZ' Johansson,7528,https://www.hltv.org/player/7528/krimz,dupreeh,7398,1553,73,65,1.12,0.76,51,8,11,14,0.79,1,54.50%,12.50%,45,31,18,2,0,0,49,0,0,23,1,0,https://www.hltv.org/stats/players/individual/7398/dupreeh?event=1553
boltz,Brazil,Keyd,6,150,9,1.09,1.1,ESL One Katowice 2015,1611,Ricardo 'boltz' Prass,8568,https://www.hltv.org/player/8568/boltz,rallen,5388,1553,57,57,1,0.73,34,0,9,6,1.5,1.12,44.40%,12.10%,44,16,13,5,0,0,44,3,0,10,0,0,https://www.hltv.org/stats/players/individual/5388/rallen?event=1553
SmithZz,France,Envy,7,182,20,1.18,1.09,ESL One Katowice 2015,1611,Edouard 'SmithZz' Dubourdeaux,7170,https://www.hltv.org/player/7170/smithzz,friberg,7148,1553,203,191,1.06,0.7,129,12,28,30,0.93,0.98,85.70%,14.50%,162,73,44,9,3,0,162,4,4,32,1,0,https://www.hltv.org/stats/players/individual/7148/friberg?event=1553
device,Denmark,TSM,6,152,9,1.09,1.07,ESL One Katowice 2015,1611,Nicolai 'device' Reedtz,7592,https://www.hltv.org/player/7592/device,shox,1225,1553,160,142,1.13,0.68,110,18,35,19,1.84,1.28,74.30%,20.50%,124,70,31,9,0,0,82,33,0,45,0,0,https://www.hltv.org/stats/players/individual/1225/shox?event=1553
kRYSTAL,Germany,PENTA,5,114,2,1.02,1.06,ESL One Katowice 2015,1611,Kevin 'kRYSTAL' Amend,7218,https://www.hltv.org/player/7218/krystal,innocent,3669,1553,60,58,1.03,0.77,39,2,7,3,2.33,1.05,85.70%,18.20%,39,23,13,2,1,0,52,0,0,8,0,0,https://www.hltv.org/stats/players/individual/3669/innocent?event=1553
NBK-,France,Envy,7,182,11,1.09,1.05,ESL One Katowice 2015,1611,Nathan 'NBK-' Schmitt,7168,https://www.hltv.org/player/7168/nbk,device,7592,1553,69,63,1.1,0.72,47,6,8,7,1.14,0.96,50.00%,8.30%,49,28,16,3,0,0,47,3,0,14,5,0,https://www.hltv.org/stats/players/individual/7592/device?event=1553
byali,Poland,Virtus.pro,7,181,13,1.11,1.04,ESL One Katowice 2015,1611,PaweÅ‚ 'byali' BieliÅ„ski,5386,https://www.hltv.org/player/5386/byali,Spiidi,7499,1553,97,91,1.07,0.76,68,6,7,5,1.4,0.88,71.40%,9.10%,60,46,17,4,1,0,62,3,0,28,4,0,https://www.hltv.org/stats/players/individual/7499/Spiidi?event=1553
dupreeh,Denmark,TSM,6,152,7,1.07,1.03,ESL One Katowice 2015,1611,Peter 'dupreeh' Rasmussen,7398,https://www.hltv.org/player/7398/dupreeh,kUcheR,302,1553,65,64,1.02,0.69,45,1,11,7,1.57,1.13,54.50%,14.00%,49,31,10,3,0,1,51,1,2,11,0,0,https://www.hltv.org/stats/players/individual/302/kUcheR?event=1553
pashaBiceps,Poland,Virtus.pro,7,181,15,1.13,1.03,ESL One Katowice 2015,1611,JarosÅ‚aw 'pashaBiceps' JarzÄ…bkowski,317,https://www.hltv.org/player/317/pashabiceps,berg,7148,1553,203,191,1.06,0.7,129,12,28,30,0.93,0.98,85.70%,14.50%,162,73,44,9,3,0,162,4,4,32,1,0,https://www.hltv.org/stats/players/individual/7148/berg?event=1553
Xizt,Sweden,Ninjas in Pyjamas,10,256,17,1.1,1.03,ESL One Katowice 2015,1611,Richard 'Xizt' LandstrÃ¶m,884,https://www.hltv.org/player/884/xizt,nitr0,7687,1553,48,50,0.96,0.67,32,-2,7,4,1.75,1.06,71.40%,13.90%,40,20,9,2,1,0,40,0,0,7,1,0,https://www.hltv.org/stats/players/individual/7687/nitr0?event=1553
friberg,Sweden,Ninjas in Pyjamas,10,256,3,1.02,1.02,ESL One Katowice 2015,1611,Adam 'friberg' Friberg,7148,https://www.hltv.org/player/7148/friberg,denis,7511,1553,85,90,0.94,0.66,56,-5,13,22,0.59,0.89,69.20%,16.40%,72,36,11,9,0,0,64,3,0,17,1,0,https://www.hltv.org/stats/players/individual/7511/denis?event=1553
f0rest,Sweden,Ninjas in Pyjamas,10,256,8,1.04,1.01,ESL One Katowice 2015,1611,Patrik 'f0rest' Lindberg,29,https://www.hltv.org/player/29/f0rest,seized,3347,1553,119,122,0.98,0.67,83,-3,17,10,1.7,1.05,88.20%,16.50%,95,55,21,6,1,0,84,4,0,23,6,2,https://www.hltv.org/stats/players/individual/3347/seized?event=1553
Edward,Ukraine,Natus Vincere,6,137,2,1.02,1.01,ESL One Katowice 2015,1611,Ioann 'Edward' Sukhariev,483,https://www.hltv.org/player/483/edward,n0thing,203,1553,42,43,0.98,0.71,27,-1,8,6,1.33,1.18,75.00%,23.10%,32,16,9,2,0,0,30,3,0,9,0,0,https://www.hltv.org/stats/players/individual/203/n0thing?event=1553
Happy,France,Envy,7,182,1,1.01,1,ESL One Katowice 2015,1611,Vincent 'Happy' Schopenhauer,7429,https://www.hltv.org/player/7429/happy,Xizt,884,1553,180,183,0.98,0.62,128,-3,17,18,0.94,0.86,88.20%,9.00%,163,88,31,7,2,0,131,14,0,33,1,1,https://www.hltv.org/stats/players/individual/884/Xizt?event=1553
allu,Finland,Ninjas in Pyjamas,10,256,6,1.04,0.99,ESL One Katowice 2015,1611,Aleksi 'allu' Jalli,695,https://www.hltv.org/player/695/allu,Hiko,2644,1553,34,33,1.03,0.58,26,1,4,5,0.8,0.86,50.00%,7.70%,33,22,2,1,1,0,20,3,0,10,1,0,https://www.hltv.org/stats/players/individual/2644/Hiko?event=1553
hazed,United States,CLG,3,77,-2,0.96,0.99,ESL One Katowice 2015,1611,James 'hazed' Cobb,8347,https://www.hltv.org/player/8347/hazed,twist,7443,1553,57,63,0.9,0.67,39,-6,5,12,0.42,0.73,100.00%,12.80%,46,25,11,2,1,0,27,18,0,11,1,0,https://www.hltv.org/stats/players/individual/7443/twist?event=1553
FalleN,Brazil,Keyd,6,150,-2,0.98,0.99,ESL One Katowice 2015,1611,Gabriel 'FalleN' Toledo,2023,https://www.hltv.org/player/2023/fallen,desi,8350,1553,41,47,0.87,0.57,27,-6,4,14,0.29,0.62,50.00%,5.60%,45,17,7,2,1,0,31,0,0,9,1,0,https://www.hltv.org/stats/players/individual/8350/desi?event=1553
pronax,Sweden,fnatic,9,234,3,1.02,0.98,ESL One Katowice 2015,1611,Markus 'pronax' Wallsten,41,https://www.hltv.org/player/41/pronax,starix,303,1553,105,118,0.89,0.59,73,-13,15,15,1,0.95,93.30%,15.40%,105,50,15,7,1,0,77,2,0,21,5,0,https://www.hltv.org/stats/players/individual/303/starix?event=1553
shroud,Canada,Cloud9,3,81,-2,0.96,0.98,ESL One Katowice 2015,1611,Mike 'shroud' Grzesiek,8349,https://www.hltv.org/player/8349/shroud,BENDJI,8396,1553,58,66,0.88,0.68,39,-8,9,12,0.75,0.96,77.80%,17.90%,46,23,13,3,0,0,41,4,0,11,2,0,https://www.hltv.org/stats/players/individual/8396/BENDJI?event=1553
Xyp9x,Denmark,TSM,6,152,-1,0.99,0.98,ESL One Katowice 2015,1611,Andreas 'Xyp9x' HÃ¸jsleth,4954,https://www.hltv.org/player/4954/xyp9x,zende,5045,1553,57,64,0.89,0.67,39,-7,8,10,0.8,0.94,87.50%,17.90%,46,26,9,4,0,0,53,0,0,4,0,0,https://www.hltv.org/stats/players/individual/5045/zende?event=1553
JW,Sweden,fnatic,9,234,1,1.01,0.98,ESL One Katowice 2015,1611,Jesper 'JW' Wecksell,3849,https://www.hltv.org/player/3849/jw,cadiaN,7964,1553,31,36,0.86,0.65,21,-5,3,5,0.6,0.81,66.70%,12.50%,27,14,4,3,0,0,10,11,0,10,0,0,https://www.hltv.org/stats/players/individual/7964/cadiaN?event=1553
SEMPHIS,Canada,Cloud9,3,81,-3,0.95,0.97,ESL One Katowice 2015,1611,Kory 'SEMPHIS' Friesen,1915,https://www.hltv.org/coach/1915/semphis,ANGE1,339,1553,63,71,0.89,0.67,42,-8,13,9,1.44,1.2,69.20%,20.90%,52,25,14,3,0,0,49,2,0,12,0,0,https://www.hltv.org/stats/players/individual/339/ANGE1?event=1553
karrigan,Denmark,TSM,6,152,-2,0.98,0.97,ESL One Katowice 2015,1611,Finn 'karrigan' Andersen,429,https://www.hltv.org/player/429/karrigan,pronax,41,1553,57,66,0.86,0.48,39,-9,9,18,0.5,0.79,88.90%,11.10%,80,27,8,3,0,1,43,1,0,10,3,0,https://www.hltv.org/stats/players/individual/41/pronax?event=1553
AdreN,Kazakhstan,HellRaisers,2,58,-3,0.93,0.97,ESL One Katowice 2015,1611,Dauren 'AdreN' Kystaubayev,334,https://www.hltv.org/player/334/adren,SZPERO,973,1553,50,60,0.83,0.64,34,-10,11,10,1.1,1.16,72.70%,24.20%,44,23,6,5,0,0,22,17,0,9,2,0,https://www.hltv.org/stats/players/individual/973/SZPERO?event=1553
TaZ,Poland,Virtus.pro,7,181,2,1.02,0.96,ESL One Katowice 2015,1611,Wiktor 'TaZ' Wojtas,161,https://www.hltv.org/player/161/taz,FeTiSh,7582,1553,61,68,0.9,0.64,44,-7,21,14,1.5,1.52,85.70%,37.50%,52,30,12,2,0,0,11,34,0,15,1,0,https://www.hltv.org/stats/players/individual/7582/FeTiSh?event=1553
topguN,Australia,Vox Eminor,3,56,-4,0.9,0.96,ESL One Katowice 2015,1611,Azad 'topguN' Orami,8086,https://www.hltv.org/player/8086/topgun,kRYSTAL,7218,1553,84,99,0.85,0.66,59,-15,25,15,1.67,1.45,76.00%,34.50%,69,42,12,4,1,0,23,40,0,19,1,1,https://www.hltv.org/stats/players/individual/7218/kRYSTAL?event=1553
tarik,United States,CLG,3,77,-3,0.95,0.95,ESL One Katowice 2015,1611,Tarik 'tarik' Celik,8523,https://www.hltv.org/player/8523/tarik,SmithZz,7170,1553,127,151,0.84,0.54,84,-24,26,37,0.7,0.96,84.60%,17.30%,150,49,28,7,0,0,44,45,3,34,1,0,https://www.hltv.org/stats/players/individual/7170/SmithZz?event=1553
denis,Germany,PENTA,5,114,-7,0.92,0.95,ESL One Katowice 2015,1611,Denis 'denis' Howell,7511,https://www.hltv.org/player/7511/denis,AcilioN,8151,1553,31,37,0.84,0.69,21,-6,2,2,1,0.81,50.00%,7.70%,24,12,8,1,0,0,23,0,1,5,2,0,https://www.hltv.org/stats/players/individual/8151/AcilioN?event=1553
nex,Germany,PENTA,5,114,3,1.04,0.95,ESL One Katowice 2015,1611,Nemanja 'nexa' IsakoviÄ‡,9618,https://www.hltv.org/player/9618/nexa,shroud,8349,1553,35,39,0.9,0.59,26,-4,5,7,0.71,0.89,80.00%,15.40%,33,17,9,0,0,0,29,1,0,5,0,0,https://www.hltv.org/stats/players/individual/8349/shroud?event=1553
fer,Brazil,Keyd,6,150,-5,0.96,0.94,ESL One Katowice 2015,1611,Fernando 'fer' Alvarenga,8564,https://www.hltv.org/player/8564/fer,mouz,8323,1553,49,58,0.84,0.63,34,-9,5,12,0.42,0.73,80.00%,12.10%,44,21,11,2,0,0,37,0,2,8,1,1,https://www.hltv.org/stats/players/individual/8323/mouz?event=1553
