name,nationality,team,maps,rounds,KD-diff,KD,rating,event,event_ID,Full name,Player ID,Full link
DavCost,Russia,FlipSid3,2,36,-11,0.66,0.77,ESL One Katowice 2015,1611,Vadim 'DavCost' Vasilyev,8124,https://www.hltv.org/player/8124/davcost
xartE,Finland,3DMAX,2,47,-12,0.69,0.75,ESL One Katowice 2015,1611,Mikko 'xartE' VÃ¤limaa,7537,https://www.hltv.org/player/7537/xarte
starix,Ukraine,Natus Vincere,6,137,-25,0.73,0.74,ESL One Katowice 2015,1611,Sergey 'starix' Ischuk,303,https://www.hltv.org/player/303/starix
ANGE1,Ukraine,HellRaisers,2,58,-12,0.72,0.74,ESL One Katowice 2015,1611,Kirill 'ANGE1' Karasiow,339,https://www.hltv.org/player/339/ange1
jks,Australia,Vox Eminor,3,56,-14,0.65,0.7,ESL One Katowice 2015,1611,Justin 'jks' Savage,4679,https://www.hltv.org/player/4679/jks
zqkS,Brazil,Keyd,6,150,-41,0.65,0.68,ESL One Katowice 2015,1611,Caio 'zqkS' Fonseca,7383,https://www.hltv.org/player/7383/zqks
Ex6TenZ,Belgium,Titan,2,50,-15,0.62,0.64,ESL One Katowice 2015,1611,KÃ©vin 'Ex6TenZ' Droolans,7166,https://www.hltv.org/player/7166/ex6tenz
apEX,France,Titan,2,50,-17,0.57,0.64,ESL One Katowice 2015,1611,Dan 'apEX' Madesclaire,7322,https://www.hltv.org/player/7322/apex
stonde,Finland,3DMAX,2,47,-13,0.64,0.64,ESL One Katowice 2015,1611,Tom 'stonde' Glad,7238,https://www.hltv.org/player/7238/stonde
SPUNJ,Australia,Vox Eminor,3,56,-18,0.6,0.64,ESL One Katowice 2015,1611,Chad 'SPUNJ' Burchill,8085,https://www.hltv.org/player/8085/spunj
natu,Finland,3DMAX,2,47,-16,0.58,0.6,ESL One Katowice 2015,1611,Joona 'natu' LeppÃ¤nen,713,https://www.hltv.org/player/713/natu
WorldEdit,Russia,FlipSid3,2,36,-22,0.37,0.44,ESL One Katowice 2015,1611,Georgi 'WorldEdit' Yaskin,7403,https://www.hltv.org/player/7403/worldedit
markeloff,Ukraine,FlipSid3,2,36,-18,0.45,0.43,ESL One Katowice 2015,1611,Yegor 'markeloff' Markelov,338,https://www.hltv.org/player/338/markeloff
B1ad3,Ukraine,FlipSid3,2,36,-23,0.34,0.33,ESL One Katowice 2015,1611,Andrey 'B1ad3' Gorodenskiy,472,https://www.hltv.org/player/472/b1ad3
Snax,Poland,Virtus.pro,7,173,45,1.45,1.29,DreamHack Winter 2014,1553,Janusz 'Snax' Pogorzelski,2553,https://www.hltv.org/player/2553/snax
flusha,Sweden,fnatic,5,119,24,1.33,1.26,DreamHack Winter 2014,1553,Robin 'flusha' RÃ¶nnquist,3055,https://www.hltv.org/player/3055/flusha
pashaBiceps,Poland,Virtus.pro,7,173,39,1.39,1.23,DreamHack Winter 2014,1553,JarosÅ‚aw 'pashaBiceps' JarzÄ…bkowski,317,https://www.hltv.org/player/317/pashabiceps
olofmeister,Sweden,fnatic,5,119,23,1.32,1.23,DreamHack Winter 2014,1553,Olof 'olofmeister' Kajbjer,885,https://www.hltv.org/player/885/olofmeister
JW,Sweden,fnatic,5,119,23,1.3,1.21,DreamHack Winter 2014,1553,Jesper 'JW' Wecksell,3849,https://www.hltv.org/player/3849/jw
Happy,France,LDLC,9,234,45,1.31,1.17,DreamHack Winter 2014,1553,Vincent 'Happy' Schopenhauer,7429,https://www.hltv.org/player/7429/happy
f0rest,Sweden,Ninjas in Pyjamas,11,291,37,1.18,1.15,DreamHack Winter 2014,1553,Patrik 'f0rest' Lindberg,29,https://www.hltv.org/player/29/f0rest
swag,United States,iBUYPOWER,3,72,4,1.08,1.14,DreamHack Winter 2014,1553,Braxton 'swag' Pierce,5021,https://www.hltv.org/player/5021/swag
TaZ,Poland,Virtus.pro,7,173,27,1.26,1.14,DreamHack Winter 2014,1553,Wiktor 'TaZ' Wojtas,161,https://www.hltv.org/player/161/taz
byali,Poland,Virtus.pro,7,173,28,1.27,1.14,DreamHack Winter 2014,1553,PaweÅ‚ 'byali' BieliÅ„ski,5386,https://www.hltv.org/player/5386/byali
cajunb,Denmark,Dignitas,4,96,15,1.26,1.13,DreamHack Winter 2014,1553,RenÃ© 'cajunb' Borg,2469,https://www.hltv.org/player/2469/cajunb
GeT_RiGhT,Sweden,Ninjas in Pyjamas,11,291,34,1.19,1.12,DreamHack Winter 2014,1553,Christopher 'GeT_RiGhT' Alesund,39,https://www.hltv.org/player/39/get-right
s1mple,Ukraine,HellRaisers,4,94,8,1.12,1.12,DreamHack Winter 2014,1553,Oleksandr 's1mple' Kostyliev,7998,https://www.hltv.org/player/7998/s1mple
Troubley,Germany,Planetkey,2,47,2,1.06,1.11,DreamHack Winter 2014,1553,Tobias 'Troubley' Tabbert,128,https://www.hltv.org/player/128/troubley
Edward,Ukraine,Natus Vincere,7,178,18,1.15,1.11,DreamHack Winter 2014,1553,Ioann 'Edward' Sukhariev,483,https://www.hltv.org/player/483/edward
KRIMZ,Sweden,fnatic,5,119,11,1.15,1.1,DreamHack Winter 2014,1553,Freddy 'KRIMZ' Johansson,7528,https://www.hltv.org/player/7528/krimz
GuardiaN,Slovakia,Natus Vincere,7,178,18,1.16,1.1,DreamHack Winter 2014,1553,Ladislav 'GuardiaN' KovÃ¡cs,2757,https://www.hltv.org/player/2757/guardian
SEMPHIS,Canada,Cloud9,3,59,-1,0.98,1.1,DreamHack Winter 2014,1553,Kory 'SEMPHIS' Friesen,1915,https://www.hltv.org/coach/1915/semphis
Zeus,Ukraine,Natus Vincere,7,178,19,1.17,1.09,DreamHack Winter 2014,1553,Danylo 'Zeus' Teslenko,484,https://www.hltv.org/player/484/zeus
kioShiMa,France,LDLC,9,234,27,1.19,1.08,DreamHack Winter 2014,1553,Fabien 'kioShiMa' Fiey,4959,https://www.hltv.org/player/4959/kioshima
NBK-,France,LDLC,9,234,19,1.13,1.07,DreamHack Winter 2014,1553,Nathan 'NBK-' Schmitt,7168,https://www.hltv.org/player/7168/nbk
Skadoodle,United States,iBUYPOWER,3,72,7,1.16,1.07,DreamHack Winter 2014,1553,Tyler 'Skadoodle' Latham,7440,https://www.hltv.org/player/7440/skadoodle
Maikelele,Sweden,Ninjas in Pyjamas,11,291,30,1.17,1.07,DreamHack Winter 2014,1553,Mikail 'Maikelele' Bill,1045,https://www.hltv.org/player/1045/maikelele
Xyp9x,Denmark,Dignitas,4,96,4,1.07,1.05,DreamHack Winter 2014,1553,Andreas 'Xyp9x' HÃ¸jsleth,4954,https://www.hltv.org/player/4954/xyp9x
NEO,Poland,Virtus.pro,7,173,9,1.08,1.05,DreamHack Winter 2014,1553,Filip 'NEO' Kubski,165,https://www.hltv.org/player/9261/lekr0
dupreeh,Denmark,Dignitas,4,96,8,1.12,1.04,DreamHack Winter 2014,1553,Peter 'dupreeh' Rasmussen,7398,https://www.hltv.org/player/7398/dupreeh
rallen,Poland,ESC,3,78,0,1.0,1.04,DreamHack Winter 2014,1553,Karol 'rallen' Rodowicz,5388,https://www.hltv.org/player/5388/rallen
friberg,Sweden,Ninjas in Pyjamas,11,291,12,1.06,1.04,DreamHack Winter 2014,1553,Adam 'friberg' Friberg,7148,https://www.hltv.org/player/7148/friberg
shox,France,LDLC,9,234,18,1.13,1.03,DreamHack Winter 2014,1553,Richard 'shox' Papillon,1225,https://www.hltv.org/player/1225/shox
innocent,Poland,ESC,3,78,2,1.03,1.03,DreamHack Winter 2014,1553,PaweÅ‚ 'innocent' Mocek,3669,https://www.hltv.org/player/3669/innocent
device,Denmark,Dignitas,4,96,6,1.1,1.03,DreamHack Winter 2014,1553,Nicolai 'device' Reedtz,7592,https://www.hltv.org/player/7592/device
Spiidi,Germany,PENTA,5,128,6,1.07,1.03,DreamHack Winter 2014,1553,Timo 'Spiidi' Richter,7499,https://www.hltv.org/player/7499/spiidi
kUcheR,Russia,HellRaisers,4,94,1,1.02,1.02,DreamHack Winter 2014,1553,Emil 'kUcheR' Akhundov,302,https://www.hltv.org/player/302/kucher
berg,Sweden,FlipSid3,3,85,-3,0.96,0.98,DreamHack Winter 2014,1553,Adam 'friberg' Friberg,7148,https://www.hltv.org/player/7148/friberg
nitr0,United States,iBUYPOWER,3,72,-2,0.96,0.98,DreamHack Winter 2014,1553,Nick 'nitr0' Cannella,7687,https://www.hltv.org/player/7687/nitr0
denis,Germany,PENTA,5,128,-5,0.94,0.97,DreamHack Winter 2014,1553,Denis 'denis' Howell,7511,https://www.hltv.org/player/7511/denis
seized,Russia,Natus Vincere,7,178,-3,0.98,0.96,DreamHack Winter 2014,1553,Denis 'seized' Kostin,3347,https://www.hltv.org/player/3347/seized
n0thing,United States,Cloud9,3,59,-1,0.98,0.95,DreamHack Winter 2014,1553,Jordan 'n0thing' Gilbert,203,https://www.hltv.org/player/203/n0thing
Xizt,Sweden,Ninjas in Pyjamas,11,291,-3,0.98,0.95,DreamHack Winter 2014,1553,Richard 'Xizt' LandstrÃ¶m,884,https://www.hltv.org/player/884/xizt
Hiko,United States,Cloud9,3,59,1,1.03,0.94,DreamHack Winter 2014,1553,Spencer 'Hiko' Martin,2644,https://www.hltv.org/player/2644/hiko
twist,Sweden,FlipSid3,3,85,-6,0.9,0.93,DreamHack Winter 2014,1553,Simon 'twist' Eliasson,7443,https://www.hltv.org/player/7443/twist
desi,United States,iBUYPOWER,3,72,-6,0.87,0.91,DreamHack Winter 2014,1553,Derek 'desi' Branchen,8350,https://www.hltv.org/player/8350/desi
starix,Ukraine,Natus Vincere,7,178,-13,0.89,0.9,DreamHack Winter 2014,1553,Sergey 'starix' Ischuk,303,https://www.hltv.org/player/303/starix
BENDJI,Sweden,FlipSid3,3,85,-8,0.88,0.9,DreamHack Winter 2014,1553,Benjamin 'BENDJI' SÃ¶derena,8396,https://www.hltv.org/player/8396/bendji
zende,Sweden,FlipSid3,3,85,-7,0.89,0.9,DreamHack Winter 2014,1553,Erik 'zende' Sundeqvist,5045,https://www.hltv.org/player/5045/zende
cadiaN,Denmark,CPH Wolves,2,48,-5,0.86,0.9,DreamHack Winter 2014,1553,Casper 'cadiaN' MÃ¸ller,7964,https://www.hltv.org/player/7964/cadian
ANGE1,Ukraine,HellRaisers,4,94,-8,0.89,0.9,DreamHack Winter 2014,1553,Kirill 'ANGE1' Karasiow,339,https://www.hltv.org/player/339/ange1
pronax,Sweden,fnatic,5,119,-9,0.86,0.9,DreamHack Winter 2014,1553,Markus 'pronax' Wallsten,41,https://www.hltv.org/player/41/pronax
SZPERO,Poland,ESC,3,78,-10,0.83,0.88,DreamHack Winter 2014,1553,Grzegorz 'SZPERO' DziamaÅ‚ek,973,https://www.hltv.org/player/973/szpero
FeTiSh,Denmark,Dignitas,4,96,-7,0.9,0.87,DreamHack Winter 2014,1553,Henrik 'FeTiSh' Christensen,7582,https://www.hltv.org/player/7582/fetish
kRYSTAL,Germany,PENTA,5,128,-15,0.85,0.86,DreamHack Winter 2014,1553,Kevin 'kRYSTAL' Amend,7218,https://www.hltv.org/player/7218/krystal
SmithZz,France,LDLC,9,234,-24,0.84,0.86,DreamHack Winter 2014,1553,Edouard 'SmithZz' Dubourdeaux,7170,https://www.hltv.org/player/7170/smithzz
AcilioN,Denmark,myXMG,2,45,-6,0.84,0.86,DreamHack Winter 2014,1553,Asger 'AcilioN' Larsen,8151,https://www.hltv.org/player/8151/acilion
shroud,Canada,Cloud9,3,59,-4,0.9,0.86,DreamHack Winter 2014,1553,Mike 'shroud' Grzesiek,8349,https://www.hltv.org/player/8349/shroud
mouz,Poland,ESC,3,78,-9,0.84,0.86,DreamHack Winter 2014,1553,MikoÅ‚aj 'mouz' Karolewski,8323,https://www.hltv.org/player/8323/mouz
seang@res,United States,Cloud9,3,59,-7,0.84,0.86,DreamHack Winter 2014,1553,Sean 'seang@res' Gares,1916,https://www.hltv.org/player/1916/seangres
MSL,Denmark,myXMG,2,45,-10,0.76,0.84,DreamHack Winter 2014,1553,Mathias 'MSL' Lauridsen,7156,https://www.hltv.org/player/7156/msl
AZK,Canada,iBUYPOWER,3,72,-9,0.82,0.84,DreamHack Winter 2014,1553,Keven 'AZK' Lariviere,7434,https://www.hltv.org/player/7434/azk
fel1x,Germany,PENTA,5,128,-24,0.72,0.81,DreamHack Winter 2014,1553,Felix 'fel1x' Zech,7323,https://www.hltv.org/player/7323/fel1x
Kjaerbye,Denmark,CPH Wolves,2,48,-9,0.76,0.8,DreamHack Winter 2014,1553,Markus 'Kjaerbye' KjÃ¦rbye,8394,https://www.hltv.org/player/8394/kjaerbye
Dosia,Russia,HellRaisers,4,94,-15,0.76,0.79,DreamHack Winter 2014,1553,Mihail 'Dosia' Stolyarov,735,https://www.hltv.org/player/735/dosia
strux1,Germany,Planetkey,2,47,-12,0.69,0.77,DreamHack Winter 2014,1553,Hendrik 'strux1' Goetzendorff,7214,https://www.hltv.org/player/7214/strux1
MINISE,Poland,ESC,3,78,-19,0.68,0.74,DreamHack Winter 2014,1553,Jacek 'MINISE' Jeziak,2826,https://www.hltv.org/player/2826/minise
markeloff,Ukraine,HellRaisers,4,94,-19,0.71,0.73,DreamHack Winter 2014,1553,Yegor 'markeloff' Markelov,338,https://www.hltv.org/player/338/markeloff
Pimp,Denmark,CPH Wolves,2,48,-12,0.7,0.71,DreamHack Winter 2014,1553,Jacob 'Pimp' Winneche,7154,https://www.hltv.org/player/7154/pimp
TENZKI,Denmark,CPH Wolves,2,48,-15,0.61,0.68,DreamHack Winter 2014,1553,Jesper 'TENZKI' Plougmann,5287,https://www.hltv.org/player/5287/tenzki
gla1ve,Denmark,CPH Wolves,2,48,-14,0.63,0.67,DreamHack Winter 2014,1553,Lukas 'gla1ve' Rossander,7412,https://www.hltv.org/player/7412/gla1ve
Friis,Denmark,myXMG,2,45,-11,0.69,0.67,DreamHack Winter 2014,1553,Michael 'Friis' JÃ¸rgensen,7,https://www.hltv.org/player/7/friis
blackpoisoN,South Africa,Bravado,2,35,-13,0.59,0.66,DreamHack Winter 2014,1553,Roberto 'blackpoisoN' Dall'Occo,7992,https://www.hltv.org/player/7992/blackpoison
HUNDEN,Denmark,myXMG,2,45,-14,0.62,0.65,DreamHack Winter 2014,1553,Nicolai 'HUNDEN' Petersen,7415,https://www.hltv.org/player/7415/hunden
dumz,Sweden,FlipSid3,3,85,-25,0.6,0.63,DreamHack Winter 2014,1553,Miran 'dumz' MatkoviÄ‡,7958,https://www.hltv.org/player/7958/dumz
stavros,Germany,Planetkey,2,47,-18,0.55,0.61,DreamHack Winter 2014,1553,Dimitrios 'stavros' Smoilis,7246,https://www.hltv.org/player/7246/stavros
alexRr,Germany,Planetkey,2,47,-19,0.55,0.61,DreamHack Winter 2014,1553,Alexander 'alexRr' Frisch,7508,https://www.hltv.org/player/7508/alexrr
r0bs3n,Germany,PENTA,5,128,-46,0.55,0.6,DreamHack Winter 2014,1553,Robin 'r0bs3n' Stephan,7232,https://www.hltv.org/player/7232/r0bs3n
nex,Germany,Planetkey,2,47,-15,0.62,0.59,DreamHack Winter 2014,1553,Nemanja 'nexa' IsakoviÄ‡,9618,https://www.hltv.org/player/9618/nexa
smF,Denmark,myXMG,2,45,-19,0.53,0.53,DreamHack Winter 2014,1553,Danni 'smF' Dyg,7414,https://www.hltv.org/player/7414/smf
racno,South Africa,Bravado,2,35,-18,0.47,0.44,DreamHack Winter 2014,1553,Dane 'racno' Friedman,7995,https://www.hltv.org/player/7995/racno
Detrony,South Africa,Bravado,2,35,-21,0.4,0.38,DreamHack Winter 2014,1553,Dimitri 'Detrony' Hadjipaschali,7993,https://www.hltv.org/player/7993/detrony
cent,South Africa,Bravado,2,35,-22,0.31,0.36,DreamHack Winter 2014,1553,Andreas 'cent' Hadjipaschali,7991,https://www.hltv.org/player/7991/cent
deviaNt,South Africa,Bravado,2,35,-24,0.29,0.26,DreamHack Winter 2014,1553,Richard 'deviaNt' Groves,7994,https://www.hltv.org/player/7994/deviant
swag,United States,iBUYPOWER,3,63,23,1.57,1.43,ESL One Cologne 2014,1444,Braxton 'swag' Pierce,5021,https://www.hltv.org/player/5021/swag
apEX,France,LDLC,7,182,59,1.5,1.38,ESL One Cologne 2014,1444,Dan 'apEX' Madesclaire,7322,https://www.hltv.org/player/7322/apex
Dosia,Russia,HellRaisers,3,64,17,1.4,1.35,ESL One Cologne 2014,1444,Mihail 'Dosia' Stolyarov,735,https://www.hltv.org/player/735/dosia
kioShiMa,France,Epsilon,4,88,26,1.51,1.33,ESL One Cologne 2014,1444,Fabien 'kioShiMa' Fiey,4959,https://www.hltv.org/player/4959/kioshima
kennyS,France,Titan,3,74,17,1.35,1.28,ESL One Cologne 2014,1444,Kenny 'kennyS' Schrub,7167,https://www.hltv.org/player/7167/kennys
Snax,Poland,Virtus.pro,5,134,33,1.41,1.27,ESL One Cologne 2014,1444,Janusz 'Snax' Pogorzelski,2553,https://www.hltv.org/player/2553/snax
flusha,Sweden,fnatic,10,275,60,1.37,1.24,ESL One Cologne 2014,1444,Robin 'flusha' RÃ¶nnquist,3055,https://www.hltv.org/player/3055/flusha
Edward,Ukraine,Natus Vincere,6,166,31,1.28,1.22,ESL One Cologne 2014,1444,Ioann 'Edward' Sukhariev,483,https://www.hltv.org/player/483/edward
shox,France,Epsilon,4,88,15,1.28,1.21,ESL One Cologne 2014,1444,Richard 'shox' Papillon,1225,https://www.hltv.org/player/1225/shox
olofmeister,Sweden,fnatic,10,275,48,1.25,1.19,ESL One Cologne 2014,1444,Olof 'olofmeister' Kajbjer,885,https://www.hltv.org/player/885/olofmeister
Happy,France,LDLC,7,182,35,1.3,1.17,ESL One Cologne 2014,1444,Vincent 'Happy' Schopenhauer,7429,https://www.hltv.org/player/7429/happy
cajunb,Denmark,CPH Wolves,3,79,14,1.25,1.15,ESL One Cologne 2014,1444,RenÃ© 'cajunb' Borg,2469,https://www.hltv.org/player/2469/cajunb
device,Denmark,Dignitas,7,178,27,1.23,1.14,ESL One Cologne 2014,1444,Nicolai 'device' Reedtz,7592,https://www.hltv.org/player/7592/device
friberg,Sweden,Ninjas in Pyjamas,12,314,29,1.14,1.14,ESL One Cologne 2014,1444,Adam 'friberg' Friberg,7148,https://www.hltv.org/player/7148/friberg
dupreeh,Denmark,Dignitas,7,178,21,1.17,1.13,ESL One Cologne 2014,1444,Peter 'dupreeh' Rasmussen,7398,https://www.hltv.org/player/7398/dupreeh
Hiko,United States,Cloud9,5,154,23,1.25,1.13,ESL One Cologne 2014,1444,Spencer 'Hiko' Martin,2644,https://www.hltv.org/player/2644/hiko
pashaBiceps,Poland,Virtus.pro,5,134,11,1.12,1.11,ESL One Cologne 2014,1444,JarosÅ‚aw 'pashaBiceps' JarzÄ…bkowski,317,https://www.hltv.org/player/317/pashabiceps
JW,Sweden,fnatic,10,275,24,1.13,1.1,ESL One Cologne 2014,1444,Jesper 'JW' Wecksell,3849,https://www.hltv.org/player/3849/jw
KQLY,France,LDLC,7,182,26,1.23,1.09,ESL One Cologne 2014,1444,Hovik 'KQLY' Tovmassian,7833,https://www.hltv.org/player/7833/kqly
GeT_RiGhT,Sweden,Ninjas in Pyjamas,12,314,25,1.12,1.06,ESL One Cologne 2014,1444,Christopher 'GeT_RiGhT' Alesund,39,https://www.hltv.org/player/39/get-right
Havoc,Australia,Vox Eminor,2,42,-3,0.92,1.06,ESL One Cologne 2014,1444,Luke 'Havoc' Paton,8083,https://www.hltv.org/player/8083/havoc
Xizt,Sweden,Ninjas in Pyjamas,12,314,24,1.11,1.06,ESL One Cologne 2014,1444,Richard 'Xizt' LandstrÃ¶m,884,https://www.hltv.org/player/884/xizt
KRIMZ,Sweden,fnatic,10,275,14,1.08,1.04,ESL One Cologne 2014,1444,Freddy 'KRIMZ' Johansson,7528,https://www.hltv.org/player/7528/krimz
GuardiaN,Slovakia,Natus Vincere,6,166,6,1.05,1.04,ESL One Cologne 2014,1444,Ladislav 'GuardiaN' KovÃ¡cs,2757,https://www.hltv.org/player/2757/guardian
byali,Poland,Virtus.pro,5,134,14,1.16,1.04,ESL One Cologne 2014,1444,PaweÅ‚ 'byali' BieliÅ„ski,5386,https://www.hltv.org/player/5386/byali
SEMPHIS,Canada,Cloud9,5,154,8,1.08,1.03,ESL One Cologne 2014,1444,Kory 'SEMPHIS' Friesen,1915,https://www.hltv.org/coach/1915/semphis
Xyp9x,Denmark,Dignitas,7,178,8,1.07,1.03,ESL One Cologne 2014,1444,Andreas 'Xyp9x' HÃ¸jsleth,4954,https://www.hltv.org/player/4954/xyp9x
AZR,Australia,Vox Eminor,2,42,-2,0.94,1.03,ESL One Cologne 2014,1444,Aaron 'AZR' Ward,8082,https://www.hltv.org/player/8082/azr
shroud,Canada,Cloud9,5,154,6,1.06,1.01,ESL One Cologne 2014,1444,Mike 'shroud' Grzesiek,8349,https://www.hltv.org/player/8349/shroud
FeTiSh,Denmark,Dignitas,7,178,10,1.09,1.01,ESL One Cologne 2014,1444,Henrik 'FeTiSh' Christensen,7582,https://www.hltv.org/player/7582/fetish
TaZ,Poland,Virtus.pro,5,134,6,1.07,1.01,ESL One Cologne 2014,1444,Wiktor 'TaZ' Wojtas,161,https://www.hltv.org/player/161/taz
aizy,Denmark,Dignitas,7,178,8,1.07,1.01,ESL One Cologne 2014,1444,Philip 'aizy' Aistrup,8095,https://www.hltv.org/player/8095/aizy
f0rest,Sweden,Ninjas in Pyjamas,12,314,3,1.01,1.01,ESL One Cologne 2014,1444,Patrik 'f0rest' Lindberg,29,https://www.hltv.org/player/29/f0rest
flamie,Russia,dAT,2,45,-3,0.93,0.99,ESL One Cologne 2014,1444,Egor 'flamie' Vasilyev,7594,https://www.hltv.org/player/7594/flamie
gla1ve,Denmark,CPH Wolves,3,79,-1,0.98,0.99,ESL One Cologne 2014,1444,Lukas 'gla1ve' Rossander,7412,https://www.hltv.org/player/7412/gla1ve
seang@res,United States,Cloud9,5,154,-2,0.98,0.97,ESL One Cologne 2014,1444,Sean 'seang@res' Gares,1916,https://www.hltv.org/player/1916/seangres
Nico,Denmark,CPH Wolves,3,79,3,1.07,0.97,ESL One Cologne 2014,1444,Nico 'nicoodoz' Tamjidi,13602,https://www.hltv.org/player/13602/nicoodoz
seized,Russia,Natus Vincere,6,166,0,1.0,0.96,ESL One Cologne 2014,1444,Denis 'seized' Kostin,3347,https://www.hltv.org/player/3347/seized
SmithZz,France,Titan,3,74,-3,0.95,0.96,ESL One Cologne 2014,1444,Edouard 'SmithZz' Dubourdeaux,7170,https://www.hltv.org/player/7170/smithzz
Sf,France,Epsilon,4,88,-6,0.9,0.96,ESL One Cologne 2014,1444,Sean 'Gratisfaction' Kaiwai,9686,https://www.hltv.org/player/9686/gratisfaction
fxy0,France,Epsilon,4,88,-2,0.96,0.95,ESL One Cologne 2014,1444,Joey 'fxy0' Schlosser,7708,https://www.hltv.org/player/7708/fxy0
markeloff,Ukraine,HellRaisers,3,64,-1,0.98,0.94,ESL One Cologne 2014,1444,Yegor 'markeloff' Markelov,338,https://www.hltv.org/player/338/markeloff
starix,Ukraine,Natus Vincere,6,166,-6,0.95,0.94,ESL One Cologne 2014,1444,Sergey 'starix' Ischuk,303,https://www.hltv.org/player/303/starix
karrigan,Denmark,CPH Wolves,3,79,-3,0.95,0.94,ESL One Cologne 2014,1444,Finn 'karrigan' Andersen,429,https://www.hltv.org/player/429/karrigan
GMX,France,Epsilon,4,88,-6,0.91,0.93,ESL One Cologne 2014,1444,Robin 'GMX' Stahmer,7565,https://www.hltv.org/player/7565/gmx
NEO,Poland,Virtus.pro,5,134,-5,0.95,0.91,ESL One Cologne 2014,1444,Filip 'NEO' Kubski,165,https://www.hltv.org/player/9261/lekr0
ScreaM,Belgium,Titan,3,74,-6,0.89,0.9,ESL One Cologne 2014,1444,Adil 'ScreaM' Benrlitom,7390,https://www.hltv.org/player/7390/scream
Ex6TenZ,Belgium,Titan,3,74,-5,0.9,0.9,ESL One Cologne 2014,1444,KÃ©vin 'Ex6TenZ' Droolans,7166,https://www.hltv.org/player/7166/ex6tenz
ANGE1,Ukraine,HellRaisers,3,64,-6,0.87,0.85,ESL One Cologne 2014,1444,Kirill 'ANGE1' Karasiow,339,https://www.hltv.org/player/339/ange1
n0thing,United States,Cloud9,5,154,-17,0.85,0.85,ESL One Cologne 2014,1444,Jordan 'n0thing' Gilbert,203,https://www.hltv.org/player/203/n0thing
Maniac,Switzerland,LDLC,7,182,-14,0.88,0.84,ESL One Cologne 2014,1444,Mathieu 'Maniac' Quiquerez,823,https://www.hltv.org/player/823/maniac
Uzzziii,France,LDLC,7,182,-23,0.81,0.84,ESL One Cologne 2014,1444,Kevin 'Uzzziii' Vernel,7391,https://www.hltv.org/player/7391/uzzziii
Zeus,Ukraine,Natus Vincere,6,166,-24,0.8,0.82,ESL One Cologne 2014,1444,Danylo 'Zeus' Teslenko,484,https://www.hltv.org/player/484/zeus
rain,Norway,London Conspiracy,2,39,-10,0.73,0.81,ESL One Cologne 2014,1444,HÃ¥vard 'rain' Nygaard,8183,https://www.hltv.org/player/8183/rain
pronax,Sweden,fnatic,10,275,-37,0.8,0.8,ESL One Cologne 2014,1444,Markus 'pronax' Wallsten,41,https://www.hltv.org/player/41/pronax
Pimp,Denmark,CPH Wolves,3,79,-12,0.77,0.78,ESL One Cologne 2014,1444,Jacob 'Pimp' Winneche,7154,https://www.hltv.org/player/7154/pimp
NBK-,France,Titan,3,74,-13,0.74,0.74,ESL One Cologne 2014,1444,Nathan 'NBK-' Schmitt,7168,https://www.hltv.org/player/7168/nbk
Ace,India,Wolves,2,43,-12,0.68,0.73,ESL One Cologne 2014,1444,Tejas 'Ace' Sawant,7816,https://www.hltv.org/player/7816/ace
AZK,Canada,iBUYPOWER,3,63,-18,0.65,0.72,ESL One Cologne 2014,1444,Keven 'AZK' Lariviere,7434,https://www.hltv.org/player/7434/azk
Fifflaren,Sweden,Ninjas in Pyjamas,12,314,-72,0.67,0.71,ESL One Cologne 2014,1444,Robin 'Fifflaren' Johansson,7147,https://www.hltv.org/player/7147/fifflaren
AdreN,Kazakhstan,HellRaisers,3,64,-16,0.66,0.71,ESL One Cologne 2014,1444,Dauren 'AdreN' Kystaubayev,334,https://www.hltv.org/player/334/adren
RiTz,India,Wolves,2,43,-13,0.64,0.7,ESL One Cologne 2014,1444,Ritesh 'RiTz' Shah,2570,https://www.hltv.org/player/2570/ritz
kUcheR,Russia,HellRaisers,3,64,-16,0.65,0.69,ESL One Cologne 2014,1444,Emil 'kUcheR' Akhundov,302,https://www.hltv.org/player/302/kucher
DaZeD,United States,iBUYPOWER,3,63,-17,0.66,0.67,ESL One Cologne 2014,1444,Sam 'DaZeD' Marine,7347,https://www.hltv.org/player/7347/dazed
steel,Canada,iBUYPOWER,3,63,-18,0.64,0.67,ESL One Cologne 2014,1444,Lucas 'steel' Lopes,7382,https://www.hltv.org/player/7382/steel
jks,Australia,Vox Eminor,2,42,-10,0.71,0.66,ESL One Cologne 2014,1444,Justin 'jks' Savage,4679,https://www.hltv.org/player/4679/jks
WorldEdit,Russia,dAT,2,45,-13,0.63,0.65,ESL One Cologne 2014,1444,Georgi 'WorldEdit' Yaskin,7403,https://www.hltv.org/player/7403/worldedit
Skadoodle,United States,iBUYPOWER,3,63,-21,0.57,0.62,ESL One Cologne 2014,1444,Tyler 'Skadoodle' Latham,7440,https://www.hltv.org/player/7440/skadoodle
RUBINO,Norway,London Conspiracy,2,39,-15,0.57,0.62,ESL One Cologne 2014,1444,Ruben 'RUBINO' Villarroel,1485,https://www.hltv.org/player/1485/rubino
astaRR,India,Wolves,2,43,-17,0.56,0.6,ESL One Cologne 2014,1444,Ayush 'astaRR' Deora,7815,https://www.hltv.org/player/7815/astarr
